inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-001115,2024-01-17,South,Raw Material B,Supplier-050,WH-West,6392,1458,282,51,2,4125,292.48,4.0,12,1.5,Low,0.81,1869532.16,680.0,0
INV-001116,2024-03-24,West,Raw Material B,Supplier-039,WH-West,3163,517,820,12,20,606,449.8,3.18,4,4.2,Medium,0.84,1422717.4,115.7,0
INV-001117,2022-04-22,North,Raw Material A,Supplier-016,WH-Central,5081,1528,3223,26,17,3489,402.7,1.72,5,1.3,Low,0.96,2046118.7,47.3,0
INV-001118,2023-01-21,Central,Component X,Supplier-034,WH-South,8635,1984,2458,52,26,1509,238.76,5.28,12,2.2,Medium,0.72,2061692.6,105.4,0
INV-001119,2022-12-21,Central,Component X,Supplier-017,WH-East,3232,649,2421,34,13,1658,364.81,5.52,3,4.9,Medium,0.72,1179065.92,40.0,0
INV-001120,2022-03-19,North,Finished Good 2,Supplier-021,WH-East,6636,1510,402,11,4,4675,81.67,4.25,3,5.0,Medium,0.96,541962.12,495.2,0
INV-001121,2022-04-02,North,Component Y,Supplier-029,WH-North,9687,579,2226,57,23,752,174.57,5.81,14,2.9,High,0.93,1691059.59,130.6,0
INV-001122,2023-06-28,North,Finished Good 2,Supplier-020,WH-East,3470,1248,1174,28,5,1870,11.65,6.08,10,3.4,Medium,0.71,40425.5,88.7,0
INV-001123,2024-09-28,West,Raw Material B,Supplier-031,WH-North,4094,342,2898,36,11,606,371.25,1.65,11,5.0,Medium,0.95,1519897.5,42.4,0
INV-001124,2024-08-11,Central,Finished Good 1,Supplier-007,WH-South,3604,159,2280,31,13,1444,465.77,3.01,19,3.0,Low,0.87,1678635.08,47.4,0
INV-001125,2024-11-28,East,Finished Good 2,Supplier-050,WH-South,4693,1829,1506,39,23,3273,189.44,8.67,17,3.5,Low,0.75,889041.92,93.5,0
INV-001126,2024-10-28,South,Finished Good 1,Supplier-017,WH-North,4066,353,1541,7,10,798,155.1,5.09,17,2.1,Low,0.91,630636.6,79.2,0
INV-001127,2024-11-02,Central,Packaging,Supplier-016,WH-West,5387,107,1122,12,29,4777,133.36,3.8,9,3.0,Low,0.91,718410.32,144.0,0
INV-001128,2024-06-16,East,Raw Material B,Supplier-025,WH-East,2444,1427,1285,43,10,877,1.01,1.18,4,1.3,Low,0.93,2468.44,57.1,0
INV-001129,2023-12-17,North,Raw Material B,Supplier-034,WH-West,6311,254,3824,39,12,952,154.27,5.33,0,4.4,Medium,0.84,973597.97,49.5,0
INV-001130,2023-03-08,South,Component X,Supplier-023,WH-South,2033,103,3445,47,7,1501,9.34,6.59,17,3.6,Low,0.79,18988.22,17.7,0
INV-001131,2024-02-02,Central,Raw Material B,Supplier-041,WH-North,6423,1673,4048,7,28,2475,280.99,5.87,17,1.1,Medium,0.93,1804798.77,47.6,0
INV-001132,2024-11-19,South,Packaging,Supplier-040,WH-South,9393,1328,1012,22,3,1550,342.53,7.97,6,1.0,High,0.84,3217384.29,278.4,0
INV-001133,2024-01-02,West,Finished Good 2,Supplier-043,WH-South,2818,1507,1436,46,27,2861,179.78,3.16,1,4.2,Medium,0.88,506620.04,58.9,0
INV-001134,2023-01-14,South,Component X,Supplier-036,WH-North,5847,1736,249,54,28,3172,202.03,0.99,15,4.7,Low,0.91,1181269.41,704.5,0
INV-001135,2023-04-30,Central,Finished Good 2,Supplier-024,WH-East,4281,285,2562,48,24,4383,159.19,6.01,12,2.5,Low,0.8,681492.39,50.1,0
INV-001136,2024-12-31,North,Component X,Supplier-011,WH-East,5241,1276,1585,12,14,1987,133.97,2.7,12,1.6,Low,0.74,702136.77,99.2,0
INV-001137,2024-03-18,North,Finished Good 1,Supplier-002,WH-East,1915,804,2656,26,11,4643,162.65,2.23,9,4.5,Low,0.83,311474.75,21.6,0
INV-001138,2022-05-05,South,Packaging,Supplier-028,WH-Central,1868,632,3928,19,18,3921,281.42,6.67,0,3.1,Low,0.91,525692.56,14.3,0
INV-001139,2022-03-24,Central,Component Y,Supplier-036,WH-North,182,1260,3704,40,3,1372,281.24,5.57,16,1.7,Low,0.83,51185.68,1.5,1
INV-001140,2023-02-18,North,Packaging,Supplier-032,WH-South,5489,684,4835,56,19,2502,368.13,8.63,17,4.9,Medium,0.82,2020665.57,34.1,0
INV-001141,2022-02-05,South,Raw Material B,Supplier-006,WH-East,2330,844,2357,23,15,1919,67.6,7.84,15,2.3,Medium,0.89,157508.0,29.7,0
INV-001142,2023-07-24,Central,Component Y,Supplier-022,WH-Central,265,270,1353,58,9,1160,479.47,4.8,18,3.3,Medium,0.7,127059.55,5.9,1
INV-001143,2023-09-11,North,Raw Material A,Supplier-047,WH-South,6376,401,2758,49,28,4823,261.99,3.44,15,1.4,Medium,0.9,1670448.24,69.4,0
INV-001144,2023-04-29,West,Finished Good 1,Supplier-016,WH-Central,2838,823,78,15,17,4144,423.47,9.78,17,2.6,Low,0.72,1201807.86,1091.5,0
INV-001145,2024-03-05,East,Raw Material B,Supplier-012,WH-Central,9140,1280,4979,9,2,1064,31.76,6.91,16,3.4,Low,1.0,290286.4,55.1,0
INV-001146,2022-06-17,South,Equipment,Supplier-013,WH-East,7280,1953,4868,43,12,4565,181.15,9.9,15,4.9,Low,0.7,1318772.0,44.9,0
INV-001147,2023-10-19,Central,Finished Good 2,Supplier-042,WH-Central,5030,677,2854,34,15,1392,364.54,6.02,9,2.7,High,0.87,1833636.2,52.9,0
INV-001148,2022-08-13,Central,Equipment,Supplier-046,WH-West,3857,1692,1495,41,12,2595,49.45,2.73,0,1.6,Medium,0.96,190728.65,77.4,0
INV-001149,2024-07-31,North,Packaging,Supplier-002,WH-North,6765,935,2272,9,21,3367,84.86,6.89,18,3.2,Low,0.94,574077.9,89.3,0
INV-001150,2022-05-17,West,Raw Material B,Supplier-015,WH-North,7013,927,4131,28,26,2406,287.82,9.11,8,2.4,Low,0.9,2018481.66,50.9,0
INV-001151,2023-12-12,South,Component Y,Supplier-047,WH-Central,8387,1215,4555,49,12,3374,244.82,6.54,4,3.5,Low,0.72,2053305.34,55.2,0
INV-001152,2022-11-30,East,Raw Material A,Supplier-002,WH-South,5672,1970,4358,32,21,4300,198.72,4.93,11,4.1,Low,0.84,1127139.84,39.0,0
INV-001153,2023-03-07,North,Component X,Supplier-022,WH-South,9905,951,1499,12,8,3286,83.33,2.6,15,1.0,Low,0.92,825383.65,198.2,0
INV-001154,2022-07-11,South,Component Y,Supplier-014,WH-Central,864,1755,3199,5,21,3272,6.73,7.32,19,2.4,Low,0.91,5814.72,8.1,1
INV-001155,2022-02-16,South,Finished Good 1,Supplier-030,WH-North,6249,1977,2388,52,29,620,3.99,3.48,11,2.4,Low,0.9,24933.51,78.5,0
INV-001156,2022-11-02,South,Raw Material A,Supplier-022,WH-South,6644,1931,4775,13,20,3034,305.36,4.63,10,3.0,Low,0.9,2028811.84,41.7,0
INV-001157,2022-12-09,Central,Packaging,Supplier-044,WH-East,8764,1879,2881,32,10,2437,214.99,6.87,1,3.9,Medium,0.95,1884172.36,91.3,0
INV-001158,2023-12-15,West,Packaging,Supplier-013,WH-West,423,1766,4542,23,16,2480,391.59,5.12,9,3.2,Low,0.91,165642.57,2.8,1
INV-001159,2022-02-19,Central,Component Y,Supplier-009,WH-South,6505,1976,1441,6,11,2057,170.45,5.85,10,3.2,Low,0.76,1108777.25,135.4,0
INV-001160,2022-07-09,North,Raw Material B,Supplier-037,WH-South,6774,614,1912,12,4,2097,1.03,2.51,8,3.3,Low,0.77,6977.22,106.3,0
INV-001161,2023-09-13,East,Component Y,Supplier-025,WH-Central,9502,927,2001,46,14,2310,254.64,8.28,16,3.4,Low,0.75,2419589.28,142.5,0
INV-001162,2023-02-12,South,Finished Good 1,Supplier-041,WH-West,4499,1517,3891,9,1,2437,224.97,1.94,0,1.2,High,0.8,1012140.03,34.7,0
INV-001163,2024-09-05,North,Finished Good 1,Supplier-020,WH-South,8038,1593,3229,43,13,2935,98.6,2.15,2,3.9,Low,0.88,792546.8,74.7,0
INV-001164,2023-07-22,West,Finished Good 1,Supplier-015,WH-North,5552,1806,1585,33,21,2551,497.49,1.06,19,1.6,Medium,0.91,2762064.48,105.1,0
INV-001165,2024-11-13,Central,Component Y,Supplier-024,WH-North,3793,1748,1303,36,18,3328,57.68,7.22,15,1.6,Low,0.77,218780.24,87.3,0
INV-001166,2023-01-30,West,Packaging,Supplier-046,WH-East,6017,1899,1479,30,10,860,193.3,9.35,14,4.0,Medium,0.83,1163086.1,122.0,0
INV-001167,2022-04-27,West,Finished Good 1,Supplier-041,WH-North,4487,1350,3807,52,28,4049,264.86,1.17,18,3.5,Low,0.79,1188426.82,35.4,0
INV-001168,2023-02-07,North,Equipment,Supplier-025,WH-South,7432,1441,1080,34,24,2628,171.98,2.18,0,1.5,Medium,0.8,1278155.36,206.4,0
INV-001169,2022-01-11,North,Packaging,Supplier-001,WH-North,5529,1433,239,29,7,3426,181.6,4.04,1,4.6,Low,0.83,1004066.4,694.0,0
INV-001170,2024-05-01,North,Finished Good 2,Supplier-038,WH-North,4704,1260,2320,40,28,1296,449.86,3.19,17,4.2,Medium,0.97,2116141.44,60.8,0
INV-001171,2024-08-20,West,Component X,Supplier-006,WH-West,2038,234,1323,37,13,4546,204.68,6.49,8,3.2,Medium,0.78,417137.84,46.2,0
INV-001172,2022-06-19,South,Finished Good 1,Supplier-010,WH-North,8876,1079,4583,2,15,4436,229.44,0.88,12,3.1,Medium,0.99,2036509.44,58.1,0
INV-001173,2023-03-07,North,Raw Material A,Supplier-036,WH-South,2697,997,3896,27,1,882,249.29,6.04,18,3.7,Low,0.81,672335.13,20.8,0
INV-001174,2024-10-20,Central,Raw Material B,Supplier-009,WH-South,8306,583,128,29,4,2987,300.35,5.74,7,2.1,High,0.73,2494707.1,1946.7,0
INV-001175,2022-07-10,North,Equipment,Supplier-046,WH-North,6080,365,3612,30,11,3691,188.49,0.89,17,3.8,High,0.84,1146019.2,50.5,0
INV-001176,2022-08-24,Central,Equipment,Supplier-031,WH-East,5432,248,1000,25,9,705,465.62,4.07,17,4.3,High,0.89,2529247.84,163.0,0
INV-001177,2022-10-25,North,Component Y,Supplier-035,WH-West,3932,1498,165,7,14,2995,40.83,9.25,7,1.3,Low,0.73,160543.56,714.9,0
INV-001178,2024-03-25,North,Packaging,Supplier-002,WH-West,4667,1226,2376,51,12,2049,121.3,2.33,18,1.5,Low,0.77,566107.1,58.9,0
INV-001179,2022-04-10,East,Component Y,Supplier-026,WH-South,3434,272,1498,53,23,3976,480.18,9.33,4,2.7,Low,0.77,1648938.12,68.8,0
INV-001180,2022-11-06,South,Finished Good 1,Supplier-039,WH-West,8237,1608,3448,26,5,2644,121.16,7.44,2,3.7,Critical,0.78,997994.92,71.7,0
INV-001181,2022-11-07,West,Component Y,Supplier-050,WH-West,4767,1745,96,27,13,1443,428.61,2.96,18,2.3,Low,0.72,2043183.87,1489.7,0
INV-001182,2022-08-25,Central,Component Y,Supplier-043,WH-East,8694,1547,1886,29,9,1463,351.58,0.58,19,2.7,High,0.79,3056636.52,138.3,0
INV-001183,2023-03-01,South,Raw Material A,Supplier-049,WH-West,7491,1590,3597,41,11,2406,409.42,4.52,2,2.7,Medium,0.78,3066965.22,62.5,0
INV-001184,2022-11-19,East,Component Y,Supplier-043,WH-East,591,1231,2291,42,9,1962,335.09,6.19,10,2.7,Low,0.82,198038.19,7.7,1
INV-001185,2022-08-30,East,Raw Material B,Supplier-020,WH-North,367,739,3566,53,20,3133,208.87,1.52,2,4.0,Medium,1.0,76655.29,3.1,1
INV-001186,2024-07-31,North,Packaging,Supplier-002,WH-West,146,1868,2882,25,26,102,489.39,1.1,13,2.4,Low,0.77,71450.94,1.5,1
INV-001187,2024-04-19,Central,Component Y,Supplier-026,WH-North,7289,980,2505,14,9,1655,4.65,0.92,9,4.6,Medium,0.87,33893.85,87.3,0
INV-001188,2024-08-13,South,Raw Material A,Supplier-042,WH-North,702,405,2782,35,24,3379,275.1,7.7,3,1.9,High,0.82,193120.2,7.6,0
INV-001189,2022-10-13,Central,Finished Good 2,Supplier-019,WH-Central,2308,1309,2540,12,18,1004,170.22,7.81,15,4.7,Medium,0.88,392867.76,27.3,0
INV-001190,2022-04-20,Central,Component X,Supplier-006,WH-East,3056,876,1681,27,17,684,286.47,6.82,4,1.5,Medium,0.91,875452.32,54.5,0
INV-001191,2022-08-24,West,Component X,Supplier-029,WH-East,6851,340,1138,8,2,835,468.29,7.31,18,3.1,Medium,0.93,3208254.79,180.6,0
INV-001192,2022-07-02,North,Component Y,Supplier-022,WH-East,9921,973,1988,39,19,2826,482.81,3.8,13,1.9,Low,0.99,4789958.01,149.7,0
INV-001193,2022-08-26,East,Raw Material A,Supplier-014,WH-Central,4528,1478,4296,20,2,136,158.58,1.63,17,4.3,Low,0.81,718050.24,31.6,0
INV-001194,2022-08-19,West,Equipment,Supplier-043,WH-East,1264,830,3201,27,7,1201,468.87,1.79,8,4.6,Low,0.7,592651.68,11.8,0
INV-001195,2024-02-23,East,Component X,Supplier-014,WH-South,9024,341,3537,1,0,4308,493.44,3.49,16,2.8,Low,0.88,4452802.56,76.5,0
INV-001196,2024-04-04,South,Packaging,Supplier-041,WH-South,6243,1422,1213,34,20,4774,240.25,4.06,14,2.5,Low,0.72,1499880.75,154.4,0
INV-001197,2022-08-03,West,Raw Material A,Supplier-039,WH-East,4827,123,432,44,17,4547,67.03,9.13,11,1.2,Medium,0.76,323553.81,335.2,0
INV-001198,2022-09-23,East,Component X,Supplier-043,WH-North,5652,436,2191,27,29,4515,485.73,4.08,17,2.8,Low,0.93,2745345.96,77.4,0
INV-001199,2023-01-06,Central,Finished Good 2,Supplier-036,WH-North,6023,1171,3349,11,13,104,448.48,4.64,17,1.0,High,0.78,2701195.04,54.0,0
INV-001200,2022-03-27,Central,Raw Material A,Supplier-036,WH-Central,2309,782,4898,55,7,518,329.24,4.58,1,3.2,High,0.83,760215.16,14.1,0
INV-001201,2022-09-05,North,Component Y,Supplier-042,WH-Central,3637,1560,1365,38,18,1083,14.91,7.42,9,4.4,High,0.73,54227.67,79.9,0
INV-001202,2022-03-07,East,Component X,Supplier-014,WH-East,8398,146,3620,51,16,4536,179.34,0.78,8,4.5,High,0.77,1506097.32,69.6,0
INV-001203,2024-07-03,West,Finished Good 1,Supplier-036,WH-Central,3823,441,3043,10,9,1720,77.97,4.75,5,2.5,Medium,0.95,298079.31,37.7,0
INV-001204,2022-10-06,South,Component Y,Supplier-005,WH-South,9895,250,774,3,13,4468,95.63,8.75,4,3.3,Low,0.74,946258.85,383.5,0
INV-001205,2023-12-04,Central,Component Y,Supplier-025,WH-South,8609,1376,1503,29,25,591,343.66,8.79,0,2.3,Medium,0.89,2958568.94,171.8,0
INV-001206,2024-12-19,West,Raw Material A,Supplier-009,WH-South,2854,1757,4432,37,10,3565,196.15,7.53,8,4.7,Low,0.9,559812.1,19.3,0
INV-001207,2024-06-15,North,Component Y,Supplier-006,WH-East,4539,1936,4468,32,1,4774,170.15,4.31,6,3.6,Low,0.72,772310.85,30.5,0
INV-001208,2023-05-25,North,Component X,Supplier-023,WH-South,9675,1073,2476,11,6,3224,233.97,2.89,0,2.9,Medium,0.81,2263659.75,117.2,0
INV-001209,2023-02-10,South,Component Y,Supplier-032,WH-North,2990,1205,4509,6,29,4092,80.77,1.37,7,1.5,Medium,0.82,241502.3,19.9,0
INV-001210,2023-03-15,Central,Component Y,Supplier-015,WH-Central,1628,1682,3761,4,11,3741,219.8,5.08,7,1.6,Low,0.74,357834.4,13.0,1
INV-001211,2022-03-17,East,Packaging,Supplier-010,WH-West,994,214,3755,6,12,4366,468.1,8.64,0,4.4,Low,0.76,465291.4,7.9,0
INV-001212,2023-08-25,East,Equipment,Supplier-050,WH-West,4942,1408,1594,47,17,985,398.15,3.81,2,1.4,Low,0.75,1967657.3,93.0,0
INV-001213,2023-01-30,Central,Finished Good 2,Supplier-041,WH-North,1670,1185,3256,31,15,1270,21.82,5.38,2,1.5,High,0.96,36439.4,15.4,0
INV-001214,2024-06-02,South,Equipment,Supplier-008,WH-South,6405,1420,2680,12,15,2690,216.07,3.62,3,2.1,Low,0.99,1383928.35,71.7,0
INV-001215,2024-02-18,South,Raw Material A,Supplier-037,WH-South,5530,211,665,58,3,1497,429.67,4.33,7,1.7,Low,0.82,2376075.1,249.5,0
INV-001216,2023-11-22,North,Component Y,Supplier-040,WH-West,1212,602,4624,12,13,2342,126.37,1.83,9,4.3,Low,0.82,153160.44,7.9,0
INV-001217,2023-03-03,East,Raw Material B,Supplier-036,WH-North,8852,1861,88,3,18,3912,419.67,7.09,6,1.0,Low,0.74,3714918.84,3017.7,0
INV-001218,2022-01-28,North,Raw Material B,Supplier-028,WH-South,7239,1552,2492,51,26,3435,295.86,0.97,18,4.4,Low,0.99,2141730.54,87.1,0
INV-001219,2023-01-02,East,Component X,Supplier-031,WH-South,8895,256,2914,9,9,3522,5.57,9.75,7,2.7,Medium,0.73,49545.15,91.6,0
INV-001220,2024-07-21,West,Raw Material A,Supplier-027,WH-South,5778,841,3325,7,22,4997,441.81,4.15,6,3.9,Low,0.74,2552778.18,52.1,0
INV-001221,2023-09-10,West,Component X,Supplier-012,WH-Central,4765,286,1931,44,14,1699,448.52,3.08,11,2.5,High,0.89,2137197.8,74.0,0
INV-001222,2024-12-02,South,Component Y,Supplier-021,WH-Central,9971,437,4738,42,26,1534,412.93,6.1,5,4.7,Medium,0.74,4117325.03,63.1,0
INV-001223,2022-08-01,East,Raw Material A,Supplier-047,WH-East,9567,538,1808,43,5,3520,264.07,9.08,19,2.0,Critical,0.89,2526357.69,158.7,0
INV-001224,2022-11-03,South,Finished Good 1,Supplier-050,WH-West,2662,1380,1401,4,29,878,364.6,8.9,0,1.9,Critical,0.77,970565.2,57.0,0
INV-001225,2023-08-01,North,Raw Material A,Supplier-027,WH-North,741,1596,4529,27,3,803,65.57,9.29,5,4.2,Low,0.9,48587.37,4.9,1
INV-001226,2022-12-27,North,Component Y,Supplier-028,WH-West,7325,417,2605,19,3,2199,430.5,1.39,5,1.0,Low,0.77,3153412.5,84.4,0
INV-001227,2022-07-25,North,Raw Material B,Supplier-032,WH-East,683,1915,4588,42,15,2568,474.5,2.65,3,1.2,High,0.94,324083.5,4.5,1
INV-001228,2022-07-04,North,Component Y,Supplier-008,WH-West,9086,1111,4758,39,8,1724,164.97,1.2,19,2.0,Medium,0.81,1498917.42,57.3,0
INV-001229,2023-08-06,West,Raw Material B,Supplier-038,WH-Central,6466,208,923,24,21,2742,131.39,1.38,2,4.1,Medium,0.87,849567.74,210.2,0
INV-001230,2022-02-16,South,Raw Material A,Supplier-019,WH-South,2060,1645,3073,25,3,3988,124.12,2.29,1,1.8,Critical,0.99,255687.2,20.1,0
INV-001231,2024-03-19,East,Component Y,Supplier-020,WH-South,6535,1295,810,54,13,1026,169.64,1.64,5,3.3,High,0.97,1108597.4,242.0,0
INV-001232,2024-12-10,East,Component X,Supplier-035,WH-South,9375,611,3588,23,5,4636,40.12,3.65,18,1.7,Low,0.94,376125.0,78.4,0
INV-001233,2022-10-15,South,Raw Material A,Supplier-012,WH-East,1013,988,205,53,10,3236,396.06,4.38,7,4.7,Medium,0.82,401208.78,148.2,0
INV-001234,2023-11-22,South,Component Y,Supplier-032,WH-South,4867,604,2312,42,24,2270,161.91,3.72,15,2.2,Low,0.76,788015.97,63.2,0
INV-001235,2022-01-18,South,Equipment,Supplier-042,WH-South,9642,509,3419,58,15,3098,41.07,4.38,15,1.4,Medium,0.96,395996.94,84.6,0
INV-001236,2023-10-31,South,Packaging,Supplier-008,WH-Central,9810,1236,1827,19,29,4671,494.49,8.74,1,1.7,Low,0.93,4850946.9,161.1,0
INV-001237,2022-10-03,North,Finished Good 2,Supplier-004,WH-South,126,579,879,17,27,3400,108.02,8.36,7,3.2,Low,0.88,13610.52,4.3,1
INV-001238,2022-11-04,Central,Raw Material A,Supplier-001,WH-North,2991,1366,1788,25,7,1178,409.42,9.65,8,1.7,Medium,0.85,1224575.22,50.2,0
INV-001239,2023-08-11,East,Equipment,Supplier-039,WH-East,4197,587,567,49,16,4272,246.75,7.98,19,4.0,Low,0.86,1035609.75,222.1,0
INV-001240,2024-02-09,East,Raw Material A,Supplier-043,WH-West,8945,963,1066,44,20,3465,188.58,8.5,16,2.3,Low,0.88,1686848.1,251.7,0
INV-001241,2022-09-21,East,Finished Good 2,Supplier-028,WH-North,8756,1599,2023,5,10,4850,334.2,7.09,7,1.7,Low,0.91,2926255.2,129.8,0
INV-001242,2022-02-05,East,Component Y,Supplier-045,WH-West,5431,261,772,13,9,4726,431.03,2.16,13,1.4,Medium,0.89,2340923.93,211.0,0
INV-001243,2023-02-01,West,Finished Good 2,Supplier-015,WH-West,4876,871,739,10,28,2117,28.99,9.4,7,2.1,Low,0.98,141355.24,197.9,0
INV-001244,2024-01-22,West,Raw Material A,Supplier-045,WH-West,9572,1776,4132,54,1,1553,23.18,2.49,9,4.8,Low,0.85,221878.96,69.5,0
INV-001245,2023-12-18,South,Finished Good 1,Supplier-011,WH-South,1216,1256,3816,38,23,686,492.49,6.94,11,1.2,Low,0.91,598867.84,9.6,1
INV-001246,2024-02-19,South,Equipment,Supplier-047,WH-East,7858,915,320,48,5,1935,134.49,2.68,15,4.8,High,0.73,1056822.42,736.7,0
INV-001247,2022-05-16,West,Component Y,Supplier-036,WH-Central,5678,1481,1236,47,21,2646,28.3,1.35,15,4.0,Low,0.91,160687.4,137.8,0
INV-001248,2022-01-03,North,Finished Good 1,Supplier-019,WH-Central,8209,1836,3697,13,11,1502,164.97,2.36,13,3.3,High,0.74,1354238.73,66.6,0
INV-001249,2023-03-16,South,Equipment,Supplier-027,WH-East,8034,851,2755,17,19,1516,91.31,2.7,6,3.0,High,0.71,733584.54,87.5,0
INV-001250,2023-12-09,North,Raw Material B,Supplier-012,WH-North,8626,585,3863,52,10,2562,226.51,4.11,7,1.6,Medium,0.91,1953875.26,67.0,0
INV-001251,2022-09-20,West,Raw Material A,Supplier-011,WH-East,1061,1587,1991,41,12,116,440.88,1.16,14,1.1,Low,0.9,467773.68,16.0,1
INV-001252,2024-10-13,North,Raw Material B,Supplier-050,WH-West,5975,1082,1076,38,25,3922,447.98,6.06,7,3.5,Critical,0.83,2676680.5,166.6,0
INV-001253,2022-02-04,North,Raw Material B,Supplier-019,WH-Central,5265,1245,4003,58,12,4074,156.6,8.09,17,2.0,Low,0.93,824499.0,39.5,0
INV-001254,2022-07-19,North,Equipment,Supplier-039,WH-South,2147,299,4602,55,28,2043,238.45,7.76,0,3.1,Low,0.79,511952.15,14.0,0
INV-001255,2023-04-14,South,Raw Material B,Supplier-001,WH-Central,1856,1427,3494,53,22,4043,270.92,8.46,15,2.8,Medium,0.82,502827.52,15.9,0
INV-001256,2024-07-18,North,Packaging,Supplier-010,WH-Central,1859,1414,4572,17,11,4955,126.87,9.8,8,4.0,Medium,0.79,235851.33,12.2,0
INV-001257,2022-08-31,South,Raw Material A,Supplier-026,WH-West,5664,1866,478,10,10,692,84.66,9.96,16,2.1,Medium,0.71,479514.24,355.5,0
INV-001258,2022-10-18,Central,Packaging,Supplier-031,WH-West,8602,932,2831,4,10,2259,238.09,4.4,8,1.5,Low,0.8,2048050.18,91.2,0
INV-001259,2023-07-19,North,Raw Material B,Supplier-045,WH-Central,2740,384,925,24,5,2645,203.23,5.27,19,3.4,High,0.99,556850.2,88.9,0
INV-001260,2023-01-26,Central,Finished Good 2,Supplier-014,WH-Central,2226,1996,4162,58,15,1516,449.45,5.23,10,4.4,Low,0.76,1000475.7,16.0,0
INV-001261,2024-05-18,North,Packaging,Supplier-050,WH-North,2661,519,876,1,6,1673,423.54,6.6,2,4.7,Low,0.85,1127039.94,91.1,0
INV-001262,2024-01-06,Central,Equipment,Supplier-036,WH-West,3754,1111,2811,2,29,4385,332.23,2.83,13,4.7,High,0.91,1247191.42,40.1,0
INV-001263,2023-10-31,West,Finished Good 2,Supplier-004,WH-North,8441,1952,1391,33,20,2664,142.62,7.84,1,1.1,Low,0.7,1203855.42,182.0,0
INV-001264,2024-01-21,Central,Raw Material B,Supplier-019,WH-North,4825,1748,3387,51,7,1643,186.62,1.7,5,1.8,Low,0.76,900441.5,42.7,0
INV-001265,2024-03-04,Central,Finished Good 2,Supplier-050,WH-South,241,875,2121,6,29,4561,89.54,9.54,18,4.0,Low,0.83,21579.14,3.4,1
INV-001266,2023-09-21,East,Component Y,Supplier-036,WH-North,4885,1660,1261,33,10,1674,135.74,1.69,9,3.8,High,0.79,663089.9,116.2,0
INV-001267,2022-09-24,Central,Raw Material B,Supplier-030,WH-West,6802,1808,3524,14,5,1946,491.9,7.56,13,3.3,Medium,0.81,3345903.8,57.9,0
INV-001268,2023-03-11,Central,Finished Good 2,Supplier-034,WH-West,6163,907,4608,37,12,4961,275.95,4.27,1,2.5,Medium,0.76,1700679.85,40.1,0
INV-001269,2022-02-25,South,Equipment,Supplier-038,WH-Central,1174,1911,2055,27,6,4184,409.07,6.52,3,2.2,High,0.96,480248.18,17.1,1
INV-001270,2023-06-16,North,Component X,Supplier-026,WH-North,2732,279,4796,52,11,2062,137.82,3.49,18,1.4,High,0.83,376524.24,17.1,0
INV-001271,2022-06-03,East,Raw Material A,Supplier-021,WH-South,7865,805,2013,5,15,2809,206.05,1.64,1,3.3,Low,0.86,1620583.25,117.2,0
INV-001272,2022-11-16,South,Component Y,Supplier-019,WH-East,8879,1731,1982,1,21,1407,299.47,9.41,14,1.9,Low,0.9,2658994.13,134.4,0
INV-001273,2022-02-22,East,Finished Good 1,Supplier-012,WH-Central,7856,1148,4639,43,23,3346,26.15,5.35,17,4.6,Low,0.98,205434.4,50.8,0
INV-001274,2022-10-16,North,Packaging,Supplier-027,WH-Central,2284,1570,1776,48,1,3102,449.46,3.35,15,1.9,Critical,0.91,1026566.64,38.6,0
INV-001275,2024-09-13,Central,Component X,Supplier-035,WH-South,5285,685,1524,21,26,4267,423.29,6.43,6,4.1,Medium,0.97,2237087.65,104.0,0
INV-001276,2022-04-21,North,Finished Good 2,Supplier-050,WH-West,532,638,4162,12,17,3046,490.58,2.95,8,2.4,Medium,0.94,260988.56,3.8,1
INV-001277,2024-05-15,Central,Finished Good 2,Supplier-012,WH-South,1368,215,2908,2,17,1832,193.48,0.88,14,4.3,Medium,0.91,264680.64,14.1,0
INV-001278,2022-09-10,East,Finished Good 1,Supplier-007,WH-South,5337,1199,3028,7,19,800,62.39,8.04,13,4.0,Low,0.89,332975.43,52.9,0
INV-001279,2024-01-12,Central,Component X,Supplier-041,WH-West,6618,850,479,48,0,1117,340.41,9.96,6,1.1,Low,0.9,2252833.38,414.5,0
INV-001280,2022-11-28,North,Component Y,Supplier-017,WH-Central,6044,222,1188,56,16,1390,66.62,9.59,18,3.6,High,0.96,402651.28,152.6,0
INV-001281,2024-09-08,Central,Equipment,Supplier-009,WH-West,4949,890,4233,33,2,625,155.67,8.86,8,3.2,Low,0.88,770410.83,35.1,0
INV-001282,2023-04-18,North,Equipment,Supplier-017,WH-East,4689,913,400,35,19,2101,108.43,7.6,8,4.3,Medium,0.96,508428.27,351.7,0
INV-001283,2024-10-10,North,Component X,Supplier-014,WH-North,9212,991,3967,10,23,313,318.58,2.04,11,1.9,High,0.98,2934758.96,69.7,0
INV-001284,2023-07-24,South,Raw Material A,Supplier-033,WH-West,7831,1122,4801,18,5,4181,323.95,1.98,2,3.9,Low,0.87,2536852.45,48.9,0
