record_id,date,region,country,category,indicator,value,target_value,previous_year_value,population_affected,budget_allocated,budget_spent,projects_completed,projects_in_progress,satisfaction_rating,trend_direction,priority_level,year_over_year_change,target_achievement,budget_utilization
PUB-00699,2024-12-15,South,Canada,Climate,Access to Clean Water,44.17,68.55,48.42,1398192,44251564.78,10827674.28,12,4,4.2,Improving,Medium,-8.78,64.43,24.47
PUB-00700,2023-02-23,North,Canada,Housing,Hospital Beds per 1000,28.21,69.03,25.2,9715059,18865173.62,22597309.37,27,16,4.5,Stable,High,11.94,40.87,119.78
PUB-00701,2024-09-17,North,Mexico,Education,Income Inequality,46.89,51.37,74.27,9220184,38444019.24,38743183.24,10,44,2.6,Stable,Medium,-36.87,91.28,100.78
PUB-00702,2022-07-30,Central,France,Housing,School Enrollment Rate,89.29,77.89,23.3,3824195,13546891.55,40787021.92,25,31,2.9,Stable,Low,283.22,114.64,301.08
PUB-00703,2024-06-11,South,USA,Education,Hospital Beds per 1000,33.19,70.13,85.83,6909609,30656676.21,35272341.93,40,14,1.8,Stable,Medium,-61.33,47.33,115.06
PUB-00704,2022-07-11,Central,Germany,Housing,Hospital Beds per 1000,34.5,51.22,13.47,6993777,10742200.83,1179353.43,71,9,1.2,Improving,High,156.12,67.36,10.98
PUB-00705,2022-08-07,Central,USA,Climate,School Enrollment Rate,73.65,73.76,93.96,6156459,21660173.04,26133763.39,80,9,1.7,Declining,Medium,-21.62,99.85,120.65
PUB-00706,2024-01-20,North,France,Climate,Hospital Beds per 1000,88.19,70.38,46.76,1108772,36095369.87,10691204.22,92,10,3.9,Declining,Medium,88.6,125.31,29.62
PUB-00707,2024-11-22,East,Brazil,Health,Hospital Beds per 1000,91.73,99.8,14.99,4306061,40326211.2,41862045.54,15,38,2.0,Improving,Medium,511.94,91.91,103.81
PUB-00708,2024-03-08,North,UK,Education,CO2 Emissions,73.06,92.52,88.07,4644723,31062305.46,33392064.21,92,6,3.6,Stable,High,-17.04,78.97,107.5
PUB-00709,2024-05-18,South,Mexico,Employment,Housing Affordability Index,74.27,91.24,47.11,4573231,29437351.03,44406448.37,90,28,2.5,Declining,Medium,57.65,81.4,150.85
PUB-00710,2024-11-25,Central,UK,Health,Renewable Energy %,55.43,84.54,36.06,203692,10255943.38,38060591.23,9,44,4.5,Stable,High,53.72,65.57,371.11
PUB-00711,2024-05-15,South,India,Health,Air Quality Index,62.46,91.61,75.91,7088212,600259.59,26054724.08,58,45,3.8,Improving,Low,-17.72,68.18,4340.58
PUB-00712,2022-08-20,South,USA,Education,CO2 Emissions,89.53,61.28,57.89,5617888,10584504.13,29639875.12,66,32,3.2,Improving,Medium,54.66,146.1,280.03
PUB-00713,2022-06-24,Central,Brazil,Housing,Hospital Beds per 1000,46.2,84.39,65.65,6865574,9517831.88,3355936.32,32,13,4.5,Stable,Critical,-29.63,54.75,35.26
PUB-00714,2024-08-20,East,France,Climate,Renewable Energy %,44.67,97.43,26.05,8131699,38878113.29,30057301.4,10,34,1.4,Stable,Critical,71.48,45.85,77.31
PUB-00715,2024-02-29,South,France,Climate,Renewable Energy %,42.26,72.77,89.5,9873723,1507307.21,2794775.14,99,29,4.8,Declining,Low,-52.78,58.07,185.42
PUB-00716,2024-06-17,East,India,Housing,Income Inequality,77.6,91.74,79.92,2583083,24982309.1,24665416.04,34,6,4.4,Declining,High,-2.9,84.59,98.73
PUB-00717,2023-12-31,West,Mexico,Education,Income Inequality,96.39,72.94,67.56,9653151,16934982.62,41385353.66,16,17,4.0,Stable,High,42.67,132.15,244.38
PUB-00718,2024-12-03,East,Brazil,Housing,Hospital Beds per 1000,38.19,56.02,72.58,7934646,11911539.42,10970014.34,75,27,2.4,Declining,Medium,-47.38,68.17,92.1
PUB-00719,2023-02-18,South,Mexico,Health,Access to Clean Water,24.59,52.68,88.84,7037380,37270042.78,23244499.28,29,33,4.8,Stable,Medium,-72.32,46.68,62.37
PUB-00720,2023-02-12,North,UK,Health,School Enrollment Rate,55.82,88.24,46.15,9872406,12929515.23,3819300.97,99,21,1.3,Declining,Medium,20.95,63.26,29.54
PUB-00721,2022-11-24,North,UK,Climate,Income Inequality,30.11,70.34,66.48,7736212,13078278.46,14157930.09,46,9,1.6,Improving,High,-54.71,42.81,108.26
PUB-00722,2024-04-27,North,Canada,Climate,Life Expectancy,81.39,81.29,82.28,9370090,41225951.1,42534636.62,61,1,2.7,Declining,Medium,-1.08,100.12,103.17
PUB-00723,2022-05-15,North,Japan,Health,Unemployment Rate,46.67,74.96,88.38,6685150,23050277.64,5588961.3,87,25,1.2,Stable,Critical,-47.19,62.26,24.25
PUB-00724,2024-09-02,Central,Germany,Infrastructure,Unemployment Rate,92.21,92.59,90.96,9722029,34209355.2,19874370.76,7,49,1.4,Stable,Medium,1.37,99.59,58.1
PUB-00725,2022-03-27,East,USA,Climate,CO2 Emissions,83.32,74.78,65.79,611562,49778760.76,10519682.44,52,49,1.1,Declining,Medium,26.65,111.42,21.13
PUB-00726,2023-10-20,North,Japan,Climate,Hospital Beds per 1000,73.15,80.32,58.57,5411784,35422732.28,44198157.62,75,6,1.4,Stable,High,24.89,91.07,124.77
PUB-00727,2022-02-27,North,Canada,Health,Unemployment Rate,20.4,62.35,84.84,4155012,30622647.06,31949207.84,39,19,2.9,Stable,Medium,-75.95,32.72,104.33
PUB-00728,2023-11-13,North,Australia,Infrastructure,CO2 Emissions,86.56,58.97,37.21,6467413,18116635.64,25282364.29,79,41,3.8,Improving,Medium,132.63,146.79,139.55
PUB-00729,2023-03-01,Central,Japan,Infrastructure,CO2 Emissions,84.05,62.81,88.65,1150262,12208333.32,36224125.25,30,49,4.6,Declining,High,-5.19,133.82,296.72
PUB-00730,2024-02-07,Central,Australia,Infrastructure,CO2 Emissions,43.89,58.17,18.47,5983462,7335740.53,23210983.63,35,25,3.2,Improving,High,137.63,75.45,316.41
PUB-00731,2023-01-24,Central,Brazil,Employment,Income Inequality,78.81,78.3,34.24,2329053,33933232.74,28622232.21,76,31,1.0,Improving,Low,130.17,100.65,84.35
PUB-00732,2023-06-08,West,Australia,Housing,Renewable Energy %,96.07,75.19,87.83,5763077,48148479.25,33438375.85,49,13,4.3,Declining,High,9.38,127.77,69.45
PUB-00733,2024-01-01,North,Japan,Infrastructure,Air Quality Index,62.99,79.62,85.88,266220,27221827.73,21631602.96,74,35,2.9,Improving,Low,-26.65,79.11,79.46
PUB-00734,2022-05-18,West,Japan,Health,Income Inequality,84.06,70.29,25.03,3364248,21104290.56,19459826.66,34,47,3.2,Improving,High,235.84,119.59,92.21
PUB-00735,2023-12-14,North,USA,Education,Income Inequality,71.89,54.52,72.27,9561345,47743201.01,4809114.3,12,8,1.1,Stable,Critical,-0.53,131.86,10.07
PUB-00736,2024-05-14,West,UK,Infrastructure,CO2 Emissions,42.63,52.74,49.29,6327887,14080663.0,47567143.24,73,37,3.6,Improving,High,-13.51,80.83,337.82
PUB-00737,2023-11-02,East,Mexico,Employment,Unemployment Rate,31.55,87.83,60.78,9796450,15394727.56,20171424.57,35,43,4.9,Declining,Medium,-48.09,35.92,131.03
PUB-00738,2024-06-19,North,Japan,Health,Renewable Energy %,80.04,91.83,89.97,2109796,36832712.94,29096469.14,39,5,4.0,Declining,Low,-11.04,87.16,79.0
PUB-00739,2022-11-04,Central,USA,Climate,Life Expectancy,36.47,91.3,75.82,1550982,19195159.18,4582171.15,6,8,3.9,Improving,Medium,-51.9,39.95,23.87
PUB-00740,2024-01-27,Central,Japan,Education,Unemployment Rate,89.47,63.94,43.36,3724345,30802933.37,29918366.92,68,48,3.4,Stable,High,106.34,139.93,97.13
PUB-00741,2023-05-21,South,UK,Employment,Hospital Beds per 1000,31.17,63.95,25.66,449089,30740078.36,34513941.98,48,33,1.5,Stable,Medium,21.47,48.74,112.28
PUB-00742,2024-01-17,East,France,Employment,CO2 Emissions,19.85,77.23,91.1,8123909,17948447.11,36039610.46,89,26,4.1,Declining,Medium,-78.21,25.7,200.8
PUB-00743,2023-05-06,West,India,Health,Life Expectancy,48.4,86.27,54.01,174617,24005439.3,41922487.28,85,36,4.0,Declining,Low,-10.39,56.1,174.64
PUB-00744,2023-05-22,Central,Canada,Climate,Access to Clean Water,52.88,62.21,34.95,2655042,49865935.17,19661039.87,27,20,2.1,Improving,Medium,51.3,85.0,39.43
PUB-00745,2024-11-08,North,France,Education,Life Expectancy,17.74,84.24,42.33,4519227,46016674.1,17182168.88,3,35,3.6,Stable,High,-58.09,21.06,37.34
PUB-00746,2022-12-01,Central,Canada,Housing,Income Inequality,55.48,77.72,15.9,7037053,3896526.93,23251602.98,74,22,3.0,Declining,Low,248.93,71.38,596.73
PUB-00747,2023-08-02,East,Canada,Infrastructure,Unemployment Rate,36.66,58.13,59.56,2948134,16464859.16,38223067.09,97,36,3.3,Stable,High,-38.45,63.07,232.15
PUB-00748,2022-11-23,Central,France,Housing,CO2 Emissions,78.22,60.49,38.97,9251787,40637787.25,27319742.1,49,26,4.3,Declining,High,100.72,129.31,67.23
PUB-00749,2024-03-05,North,Germany,Housing,Income Inequality,68.95,65.97,46.9,4609104,3335778.2,44808948.39,27,7,3.4,Improving,Low,47.01,104.52,1343.28
PUB-00750,2024-03-30,East,Mexico,Health,Housing Affordability Index,59.19,96.15,81.58,8607859,34333319.32,25808759.83,21,0,4.7,Stable,Medium,-27.45,61.56,75.17
PUB-00751,2022-10-18,West,Brazil,Climate,Hospital Beds per 1000,77.77,93.92,92.41,3587358,32209869.43,8691446.73,25,49,4.9,Improving,High,-15.84,82.8,26.98
PUB-00752,2022-07-13,East,France,Climate,Air Quality Index,98.94,60.67,14.08,1073840,22477849.6,44647912.79,35,2,2.3,Stable,Medium,602.7,163.08,198.63
PUB-00753,2024-08-16,East,Germany,Employment,Life Expectancy,19.57,91.67,86.09,9313581,11832909.18,27864693.16,53,40,1.8,Declining,Low,-77.27,21.35,235.48
PUB-00754,2024-09-14,North,UK,Education,Hospital Beds per 1000,64.25,70.49,12.59,3271848,1811902.67,27383645.81,45,33,4.8,Stable,Low,410.33,91.15,1511.32
PUB-00755,2023-11-18,West,France,Climate,Air Quality Index,82.94,66.77,44.33,2435533,1969948.6,28128788.14,29,2,4.3,Improving,Medium,87.1,124.22,1427.89
PUB-00756,2022-03-30,West,Mexico,Infrastructure,CO2 Emissions,45.5,62.8,50.51,6677337,47954908.63,19180134.38,57,5,4.5,Improving,Low,-9.92,72.45,40.0
PUB-00757,2022-05-17,Central,India,Housing,School Enrollment Rate,33.03,85.7,75.18,1281147,45204913.78,46418729.99,2,9,2.9,Stable,Low,-56.07,38.54,102.69
PUB-00758,2023-11-08,South,USA,Education,School Enrollment Rate,27.88,73.5,89.53,6146752,20627410.31,3480852.63,70,31,2.4,Stable,High,-68.86,37.93,16.87
PUB-00759,2023-07-03,East,Germany,Climate,Air Quality Index,52.11,99.23,92.04,109465,36518631.23,16902754.02,7,6,2.1,Stable,Critical,-43.38,52.51,46.29
PUB-00760,2024-05-21,West,France,Housing,Life Expectancy,74.27,78.15,20.11,2397157,44813252.11,26171094.7,82,41,4.1,Improving,Low,269.32,95.04,58.4
PUB-00761,2024-05-26,South,Japan,Education,Access to Clean Water,36.04,69.57,87.2,3633396,27867308.27,25497866.12,31,39,3.5,Stable,Medium,-58.67,51.8,91.5
PUB-00762,2024-09-20,East,Canada,Housing,Air Quality Index,77.35,67.67,39.33,2383198,2554146.68,26887922.98,44,27,2.2,Stable,High,96.67,114.3,1052.72
PUB-00763,2023-03-03,Central,Canada,Health,Access to Clean Water,73.81,81.1,83.42,1693720,40934828.62,39595694.05,91,4,4.5,Improving,High,-11.52,91.01,96.73
PUB-00764,2022-01-09,West,India,Housing,Housing Affordability Index,16.42,59.21,68.75,2707076,36436533.16,5989436.98,31,3,2.9,Declining,Low,-76.12,27.73,16.44
PUB-00765,2023-02-19,South,USA,Health,Income Inequality,72.47,77.5,41.83,5651651,41285641.38,43963999.42,78,38,1.0,Improving,Medium,73.25,93.51,106.49
PUB-00766,2022-01-14,East,Germany,Housing,Access to Clean Water,99.72,93.84,76.63,8894659,44147848.91,29081698.67,60,35,2.4,Declining,Medium,30.13,106.27,65.87
PUB-00767,2022-11-07,Central,Canada,Health,Income Inequality,67.86,88.3,25.75,6837317,15047119.52,564707.35,22,17,5.0,Stable,High,163.53,76.85,3.75
PUB-00768,2024-11-21,West,Germany,Health,Life Expectancy,77.79,64.1,48.34,3628012,42374460.95,19029331.65,12,15,2.4,Declining,Medium,60.92,121.36,44.91
PUB-00769,2023-11-30,South,France,Climate,Air Quality Index,18.43,82.72,39.37,1766730,47657584.41,8751843.34,32,18,4.6,Improving,Critical,-53.19,22.28,18.36
PUB-00770,2023-02-23,North,France,Employment,CO2 Emissions,50.13,76.32,87.91,8776244,43248680.34,19582988.04,63,30,1.7,Improving,Medium,-42.98,65.68,45.28
PUB-00771,2022-11-19,South,Germany,Education,School Enrollment Rate,70.06,58.53,68.17,2396931,49238136.98,34451038.96,62,48,2.7,Stable,Critical,2.77,119.7,69.97
PUB-00772,2024-08-04,North,Canada,Housing,Renewable Energy %,58.28,54.05,93.09,891963,31791673.53,13778157.98,87,13,3.4,Improving,Low,-37.39,107.83,43.34
PUB-00773,2023-01-02,Central,Canada,Education,Income Inequality,69.29,67.58,56.53,8484826,20419427.78,12521660.92,77,1,3.2,Improving,Medium,22.57,102.53,61.32
PUB-00774,2024-09-07,South,Canada,Housing,Access to Clean Water,53.27,67.93,75.27,7551373,15955956.33,18636865.98,3,23,3.6,Declining,High,-29.23,78.42,116.8
PUB-00775,2024-02-26,West,Canada,Housing,Housing Affordability Index,87.79,90.31,47.66,6671645,45581932.03,6489422.22,14,47,3.1,Improving,Low,84.2,97.21,14.24
PUB-00776,2024-05-30,North,India,Employment,Life Expectancy,55.99,84.12,65.58,1335732,9437992.41,47111783.77,77,5,1.2,Stable,Medium,-14.62,66.56,499.17
PUB-00777,2023-03-31,Central,India,Education,Access to Clean Water,14.38,73.17,74.21,4284886,23922856.34,31773443.52,77,38,2.4,Improving,Medium,-80.62,19.65,132.82
PUB-00778,2023-06-07,North,USA,Employment,Air Quality Index,58.5,59.49,80.17,2015398,11910670.93,47596870.03,52,21,3.2,Declining,High,-27.03,98.34,399.62
PUB-00779,2023-10-11,West,UK,Infrastructure,Life Expectancy,18.15,80.89,38.45,6996213,45110050.9,23935302.67,71,40,3.1,Stable,Medium,-52.8,22.44,53.06
PUB-00780,2022-05-23,East,USA,Health,Life Expectancy,12.06,80.92,93.92,2358881,28375983.69,44012448.42,98,42,3.8,Stable,Medium,-87.16,14.9,155.1
PUB-00781,2024-01-30,North,France,Infrastructure,Access to Clean Water,51.04,65.28,14.97,130628,41533985.8,35704244.94,23,49,2.1,Improving,Low,240.95,78.19,85.96
PUB-00782,2022-05-06,North,India,Climate,School Enrollment Rate,30.41,97.56,19.75,617270,13890828.93,43539822.51,88,44,2.1,Stable,High,53.97,31.17,313.44
PUB-00783,2022-12-04,West,Japan,Housing,Life Expectancy,39.13,93.81,24.54,3698949,48424910.29,37699362.64,38,0,3.0,Stable,Medium,59.45,41.71,77.85
PUB-00784,2023-10-18,Central,Australia,Housing,Life Expectancy,70.76,94.19,51.69,3824040,41743385.05,2272174.01,51,3,1.5,Stable,Critical,36.89,75.12,5.44
PUB-00785,2022-09-15,South,India,Health,Income Inequality,89.71,59.73,23.2,1692925,23166688.77,18618356.0,89,47,1.1,Improving,Low,286.68,150.19,80.37
PUB-00786,2024-11-26,East,India,Health,Access to Clean Water,22.67,72.65,36.19,6305437,48708441.2,23611641.08,77,48,1.3,Improving,High,-37.36,31.2,48.48
PUB-00787,2024-01-30,West,India,Climate,Unemployment Rate,81.23,89.62,57.38,9031179,31981962.98,28022925.84,68,13,1.6,Declining,Medium,41.57,90.64,87.62
PUB-00788,2023-09-07,East,Mexico,Employment,Hospital Beds per 1000,26.99,63.27,37.44,5975007,10670186.16,32219805.42,18,41,3.2,Declining,High,-27.91,42.66,301.96
PUB-00789,2024-05-23,East,USA,Housing,Housing Affordability Index,85.31,53.94,79.61,6201367,4437059.61,819875.43,77,23,2.0,Declining,Low,7.16,158.16,18.48
PUB-00790,2022-08-07,West,Australia,Infrastructure,Air Quality Index,87.08,80.71,29.66,9736353,4388029.63,11700295.79,45,9,2.8,Improving,High,193.59,107.89,266.64
PUB-00791,2023-05-04,East,Brazil,Health,Income Inequality,93.72,65.23,82.67,7197604,14310886.58,44570179.13,21,39,1.7,Improving,Low,13.37,143.68,311.44
PUB-00792,2022-01-10,North,Australia,Infrastructure,CO2 Emissions,77.27,63.45,52.16,1514901,33593350.74,24920327.33,68,40,2.0,Stable,Low,48.14,121.78,74.18
PUB-00793,2024-08-14,East,Mexico,Employment,Housing Affordability Index,50.39,70.05,61.87,3454090,2787735.55,34932450.3,43,39,4.5,Stable,High,-18.56,71.93,1253.08
PUB-00794,2023-01-26,East,Germany,Education,Access to Clean Water,34.95,77.32,14.3,9312324,23823163.99,5544062.09,79,28,3.4,Improving,High,144.41,45.2,23.27
PUB-00795,2022-01-16,Central,Canada,Climate,Hospital Beds per 1000,78.16,95.18,37.65,1780320,31703979.76,8167770.09,86,38,3.3,Improving,Low,107.6,82.12,25.76
PUB-00796,2024-08-24,Central,France,Housing,Renewable Energy %,74.72,66.76,26.34,6613286,16752842.02,23161339.94,84,31,2.1,Stable,Low,183.68,111.92,138.25
PUB-00797,2022-09-14,West,India,Climate,Air Quality Index,13.04,81.93,65.42,8066017,3040630.51,38845262.35,95,25,3.5,Improving,High,-80.07,15.92,1277.54
PUB-00798,2022-01-17,Central,Australia,Employment,Air Quality Index,66.61,55.15,76.3,7266337,3102748.03,34637565.13,35,38,4.1,Improving,High,-12.7,120.78,1116.35
PUB-00799,2024-07-24,East,USA,Education,CO2 Emissions,41.47,99.38,24.18,4723412,40085085.57,14194898.92,87,23,4.2,Stable,Medium,71.51,41.73,35.41
PUB-00800,2023-04-04,Central,Brazil,Housing,Access to Clean Water,61.78,83.27,62.05,4214362,12858747.91,33886629.22,33,19,3.0,Improving,High,-0.44,74.19,263.53
PUB-00801,2022-12-08,West,India,Climate,CO2 Emissions,81.86,86.83,20.77,1858398,42042312.07,18558079.03,60,1,2.5,Stable,High,294.13,94.28,44.14
PUB-00802,2024-09-17,South,France,Climate,School Enrollment Rate,58.8,76.02,64.84,5130116,16313445.07,22485704.62,9,48,1.5,Improving,Medium,-9.32,77.35,137.84
PUB-00803,2024-08-31,West,Australia,Health,Hospital Beds per 1000,71.38,50.92,21.13,5758902,46750186.96,1076756.02,52,46,3.5,Declining,Low,237.81,140.18,2.3
PUB-00804,2024-08-18,West,Germany,Housing,Housing Affordability Index,10.21,95.08,80.65,408507,49763022.12,3268549.24,40,10,2.6,Stable,Low,-87.34,10.74,6.57
PUB-00805,2024-07-22,West,Canada,Housing,School Enrollment Rate,61.15,76.14,67.6,1859100,39906279.93,22328251.82,50,37,2.2,Declining,Medium,-9.54,80.31,55.95
PUB-00806,2022-08-26,South,Canada,Climate,Income Inequality,57.75,56.33,76.0,3635720,29968020.08,35385326.5,97,29,4.2,Declining,Medium,-24.01,102.52,118.08
PUB-00807,2022-09-05,North,Canada,Infrastructure,Access to Clean Water,74.28,85.67,32.57,1643963,1855048.52,1776291.2,62,41,4.5,Improving,Low,128.06,86.7,95.75
PUB-00808,2024-10-23,North,Japan,Climate,School Enrollment Rate,11.14,93.37,77.58,7595096,28610125.41,43896155.88,44,9,4.5,Declining,Medium,-85.64,11.93,153.43
PUB-00809,2023-08-23,West,Mexico,Health,Hospital Beds per 1000,90.16,90.73,81.2,5558434,2654193.7,46936318.18,84,42,2.1,Declining,Low,11.03,99.37,1768.38
PUB-00810,2022-10-15,North,UK,Employment,Hospital Beds per 1000,43.82,75.44,14.55,8514715,44320220.79,23329645.91,82,16,2.1,Improving,Medium,201.17,58.09,52.64
PUB-00811,2023-10-16,East,Mexico,Climate,CO2 Emissions,83.93,59.34,44.2,8415843,11604692.06,32557021.28,57,39,2.7,Improving,High,89.89,141.44,280.55
PUB-00812,2022-09-20,South,USA,Employment,School Enrollment Rate,31.57,79.4,83.45,6084688,32131525.46,29148505.07,65,24,3.2,Stable,Medium,-62.17,39.76,90.72
PUB-00813,2024-09-11,Central,Germany,Infrastructure,Renewable Energy %,92.77,99.7,42.46,6431558,23750366.69,13490711.07,49,33,4.4,Stable,Low,118.49,93.05,56.8
PUB-00814,2024-10-29,Central,Mexico,Climate,Income Inequality,10.26,50.46,88.24,1527951,27468783.39,22117290.37,65,28,2.4,Improving,High,-88.37,20.33,80.52
PUB-00815,2024-03-09,Central,Japan,Infrastructure,Air Quality Index,98.93,50.18,18.48,8146164,19656425.01,11541624.63,22,3,3.0,Stable,Low,435.34,197.15,58.72
PUB-00816,2023-02-11,North,Brazil,Employment,Renewable Energy %,85.76,82.43,59.98,6678139,12936355.7,40732049.75,47,6,3.2,Stable,High,42.98,104.04,314.86
PUB-00817,2022-01-03,North,Brazil,Education,Unemployment Rate,36.5,88.07,34.24,5981414,2323831.56,3351809.45,94,47,1.9,Declining,Critical,6.6,41.44,144.24
PUB-00818,2022-05-06,Central,Australia,Climate,Renewable Energy %,89.31,75.41,41.68,1266241,26257900.19,24575069.91,17,17,4.7,Improving,Medium,114.28,118.43,93.59
PUB-00819,2022-01-18,East,USA,Infrastructure,Unemployment Rate,35.94,84.03,57.56,8007074,2506455.03,4807063.28,97,40,3.5,Declining,High,-37.56,42.77,191.79
PUB-00820,2024-06-25,East,Mexico,Health,Air Quality Index,12.26,58.87,17.12,4025422,46039051.79,3220578.66,71,18,2.5,Declining,High,-28.39,20.83,7.0
PUB-00821,2022-06-19,East,Australia,Education,School Enrollment Rate,40.44,61.24,41.95,6397018,41306173.85,11852577.62,65,13,2.7,Improving,Medium,-3.6,66.04,28.69
PUB-00822,2022-10-27,West,India,Health,Unemployment Rate,24.17,69.46,17.47,6717933,47480596.85,26569863.81,94,21,1.6,Improving,Low,38.35,34.8,55.96
PUB-00823,2022-05-30,Central,Germany,Employment,Air Quality Index,82.78,57.4,31.02,7031141,31331326.07,34638826.15,56,2,4.6,Improving,Medium,166.86,144.22,110.56
PUB-00824,2022-04-09,East,Japan,Housing,Unemployment Rate,73.99,92.93,66.28,2461671,44319405.61,17443215.53,15,26,2.0,Stable,Medium,11.63,79.62,39.36
PUB-00825,2022-10-17,Central,Mexico,Climate,Unemployment Rate,81.88,71.14,20.43,8294174,4640241.36,17122182.61,36,20,1.3,Improving,Low,300.78,115.1,368.99
PUB-00826,2023-07-25,South,India,Climate,Access to Clean Water,54.43,52.47,55.04,5112291,17294262.91,38516142.11,11,47,4.6,Improving,High,-1.11,103.74,222.71
PUB-00827,2022-10-16,East,UK,Climate,Housing Affordability Index,68.43,98.32,72.65,2403722,42039938.98,34165484.47,34,34,3.4,Stable,Medium,-5.81,69.6,81.27
PUB-00828,2023-02-01,South,Canada,Housing,Unemployment Rate,51.47,74.22,70.52,9451617,6379385.92,43951361.74,90,46,2.4,Stable,Medium,-27.01,69.35,688.96
PUB-00829,2023-08-28,West,Germany,Climate,Income Inequality,86.36,73.32,15.99,3470395,17263722.95,40653751.79,20,20,3.0,Stable,Medium,440.09,117.79,235.49
PUB-00830,2023-08-18,Central,Mexico,Housing,Housing Affordability Index,12.1,88.11,50.77,6871243,19005421.87,8422195.69,25,7,2.4,Improving,High,-76.17,13.73,44.31
PUB-00831,2024-09-28,West,USA,Infrastructure,Renewable Energy %,88.97,86.51,44.74,6623627,34121773.23,44636946.85,65,43,3.8,Improving,Medium,98.86,102.84,130.82
PUB-00832,2023-03-20,East,Germany,Housing,CO2 Emissions,10.43,98.46,19.69,9257293,11690832.67,38948627.41,61,26,3.9,Declining,High,-47.03,10.59,333.16
PUB-00833,2022-04-17,Central,India,Climate,Hospital Beds per 1000,22.45,80.83,83.22,3504897,35766506.64,12688938.47,87,44,4.9,Stable,High,-73.02,27.77,35.48
PUB-00834,2023-12-16,West,France,Education,School Enrollment Rate,89.18,87.01,82.19,2733754,7786191.16,30272984.11,68,49,4.0,Improving,Critical,8.5,102.49,388.8
PUB-00835,2024-09-17,North,Australia,Housing,Renewable Energy %,72.84,93.85,82.95,4044848,27112645.4,11365969.21,88,26,2.6,Stable,Medium,-12.19,77.61,41.92
PUB-00836,2024-07-04,Central,Japan,Infrastructure,Unemployment Rate,49.2,86.06,10.67,7516316,31053820.93,32560113.8,14,28,4.9,Stable,Low,361.11,57.17,104.85
PUB-00837,2024-08-19,East,Australia,Climate,Air Quality Index,32.93,70.32,30.35,8441110,21534810.95,33892129.54,72,20,1.9,Improving,Low,8.5,46.83,157.38
PUB-00838,2022-07-12,South,UK,Employment,Air Quality Index,77.15,90.2,37.38,6269913,11675741.26,47888299.16,14,2,1.3,Stable,Medium,106.39,85.53,410.15
PUB-00839,2024-05-24,Central,UK,Housing,School Enrollment Rate,33.65,72.03,11.95,4580957,46819223.38,38414860.93,58,17,2.0,Stable,Low,181.59,46.72,82.05
PUB-00840,2022-09-04,Central,Australia,Housing,Unemployment Rate,73.81,99.99,92.28,4516935,14286908.05,464770.81,88,32,3.0,Improving,High,-20.02,73.82,3.25
PUB-00841,2024-08-30,North,France,Health,School Enrollment Rate,17.6,64.42,12.19,2079554,43613622.83,40496683.41,85,26,2.0,Stable,Medium,44.38,27.32,92.85
PUB-00842,2022-08-10,Central,Japan,Climate,Life Expectancy,85.31,52.72,14.06,2245179,34748400.26,15514450.64,74,4,4.9,Improving,Medium,506.76,161.82,44.65
PUB-00843,2024-02-10,South,Brazil,Health,Access to Clean Water,45.47,57.89,39.56,9868026,32483891.51,27156918.67,79,2,1.1,Improving,High,14.94,78.55,83.6
PUB-00844,2024-01-18,Central,Brazil,Housing,Housing Affordability Index,89.51,98.79,41.31,481384,48210413.67,12592697.56,27,47,2.4,Improving,High,116.68,90.61,26.12
PUB-00845,2024-06-08,North,Canada,Infrastructure,Income Inequality,94.71,76.59,88.27,4657502,9253677.54,5262312.81,1,9,4.0,Stable,Medium,7.3,123.66,56.87
PUB-00846,2023-12-18,West,France,Climate,Renewable Energy %,50.14,69.38,45.75,9342985,22550443.38,8027794.03,79,33,3.4,Improving,Medium,9.6,72.27,35.6
PUB-00847,2024-03-27,Central,Germany,Housing,Hospital Beds per 1000,91.43,93.33,42.73,651540,43176072.45,19302060.16,25,14,3.5,Stable,Medium,113.97,97.96,44.71
PUB-00848,2024-04-04,North,Mexico,Employment,CO2 Emissions,38.33,61.16,13.02,2478236,39025223.1,47975167.59,54,30,4.1,Improving,Critical,194.39,62.67,122.93
PUB-00849,2024-07-21,East,Canada,Housing,CO2 Emissions,66.67,52.44,15.75,1226025,8821400.26,31920263.26,48,7,3.4,Improving,Medium,323.3,127.14,361.85
PUB-00850,2024-04-12,West,Mexico,Health,Access to Clean Water,55.38,63.53,41.25,7745622,11890412.39,46393289.25,40,13,2.2,Improving,High,34.25,87.17,390.17
PUB-00851,2023-08-30,West,Mexico,Infrastructure,Life Expectancy,62.07,51.28,91.33,8764391,12886224.05,3048407.67,20,18,1.8,Improving,High,-32.04,121.04,23.66
PUB-00852,2022-03-25,East,UK,Housing,Air Quality Index,38.84,53.67,27.57,832525,18743652.82,22523855.73,41,17,2.7,Stable,High,40.88,72.37,120.17
PUB-00853,2024-02-13,North,UK,Education,Housing Affordability Index,70.91,86.48,79.65,841473,30177283.45,27809418.07,89,1,3.3,Improving,Critical,-10.97,82.0,92.15
PUB-00854,2024-12-09,South,USA,Infrastructure,Renewable Energy %,13.25,62.88,36.31,6577897,23461704.47,16849793.8,66,11,2.9,Improving,High,-63.51,21.07,71.82
