transaction_id,date,region,country,customer_id,transaction_type,merchant_category,amount,device_type,ip_risk_score,velocity_24h,distance_from_home,time_since_last_txn_minutes,failed_attempts,is_weekend,is_night,is_international,fraud_risk_score,is_fraud,is_anomaly
FRD-002185,2024-07-19,North,India,CUST-1124,Transfer,Restaurant,430.18,Mobile,4.9,22,4284,513,3,0,1,0,23.8,0,0
FRD-002186,2023-07-07,South,UK,CUST-0772,Payment,Retail,188.49,Mobile,71.3,30,3265,7569,9,1,0,0,28.3,0,0
FRD-002187,2023-10-18,Central,Japan,CUST-1468,Withdrawal,Utilities,554.77,Desktop,14.3,1,2086,1723,4,1,0,0,8.5,0,0
FRD-002188,2023-12-20,North,Mexico,CUST-1276,Deposit,Utilities,349.74,Tablet,48.3,8,4759,6883,0,0,1,0,26.0,0,0
FRD-002189,2022-08-18,East,UK,CUST-1550,Purchase,Retail,1.12,Mobile,19.4,1,2308,9315,2,0,1,0,18.1,0,0
FRD-002190,2023-05-01,South,India,CUST-0574,Transfer,Entertainment,486.63,Mobile,9.7,9,4824,8715,9,1,1,0,27.2,0,0
FRD-002191,2023-11-05,South,UK,CUST-0340,Purchase,Online,191.69,POS,50.5,17,3404,7290,8,1,0,1,37.1,0,0
FRD-002192,2024-07-18,East,Germany,CUST-0941,Payment,Healthcare,438.11,Mobile,82.7,29,4471,9612,9,1,0,1,46.7,0,0
FRD-002193,2022-10-06,South,Japan,CUST-0861,Refund,Online,321.53,POS,18.3,5,328,7485,8,0,1,0,20.2,0,0
FRD-002194,2024-10-02,East,France,CUST-1718,Transfer,Restaurant,625.46,Desktop,17.6,22,4149,3896,0,1,0,0,13.3,0,0
FRD-002195,2022-09-10,Central,Brazil,CUST-0985,Transfer,Healthcare,81.6,POS,61.8,46,3135,6409,2,1,0,0,24.7,0,0
FRD-002196,2024-07-17,South,Japan,CUST-0600,Refund,Utilities,256.05,ATM,91.5,34,2473,4226,2,0,0,0,25.7,0,0
FRD-002197,2023-06-29,West,Canada,CUST-1901,Transfer,Retail,223.66,Mobile,42.2,24,2928,3520,3,1,0,0,17.8,0,0
FRD-002198,2023-02-07,Central,Australia,CUST-1058,Payment,Retail,519.21,Tablet,31.1,28,2828,9301,5,1,0,0,18.3,0,0
FRD-002199,2022-02-13,South,Australia,CUST-0430,Refund,Gas Station,219.94,ATM,56.5,30,89,2734,1,0,1,0,25.4,0,0
FRD-002200,2024-05-20,Central,USA,CUST-0203,Withdrawal,Travel,46.09,Mobile,39.0,39,1190,2354,8,0,0,1,36.4,0,0
FRD-002201,2022-09-03,Central,Brazil,CUST-1740,Deposit,Restaurant,179.65,POS,75.8,43,4632,3480,1,0,0,1,42.7,0,0
FRD-002202,2022-08-05,East,France,CUST-0909,Withdrawal,Retail,1247.57,POS,19.8,45,2374,2437,8,1,0,0,21.5,0,0
FRD-002203,2024-02-25,West,France,CUST-0395,Purchase,Utilities,1018.85,POS,91.1,31,1568,5632,6,0,0,0,26.7,0,0
FRD-002204,2023-07-09,North,Japan,CUST-1434,Purchase,Retail,28.78,ATM,75.3,40,2862,3056,1,0,0,0,24.3,0,0
FRD-002205,2022-03-13,North,Mexico,CUST-0006,Withdrawal,Restaurant,670.74,Desktop,78.7,15,2569,7347,9,0,0,0,25.4,0,0
FRD-002206,2023-02-20,East,Australia,CUST-0787,Refund,Entertainment,277.76,POS,53.7,39,4562,5509,7,0,0,0,27.9,0,0
FRD-002207,2023-09-17,East,USA,CUST-0826,Deposit,Travel,439.4,POS,67.3,25,2086,7653,9,0,0,0,25.0,0,0
FRD-002208,2023-03-03,East,Mexico,CUST-0373,Purchase,Restaurant,317.9,Desktop,87.5,14,1281,7766,9,0,0,0,24.6,0,0
FRD-002209,2024-10-28,West,Brazil,CUST-1728,Refund,Utilities,675.22,Mobile,63.0,21,1879,2729,6,1,0,0,21.0,0,0
FRD-002210,2024-12-06,West,UK,CUST-1210,Withdrawal,Utilities,198.41,Desktop,70.6,24,3507,7643,9,1,0,0,27.4,0,0
FRD-002211,2022-05-14,North,UK,CUST-0438,Withdrawal,Gas Station,612.65,ATM,23.5,22,2855,5682,3,1,0,0,14.5,0,0
FRD-002212,2024-11-04,Central,France,CUST-1346,Purchase,Travel,447.97,POS,22.0,20,252,4503,3,0,0,1,24.9,0,0
FRD-002213,2024-10-07,Central,Germany,CUST-1980,Purchase,Entertainment,1059.44,Desktop,91.5,11,3651,6303,2,0,1,1,47.9,0,0
FRD-002214,2023-02-25,West,India,CUST-1316,Transfer,Retail,316.79,POS,93.9,40,3364,8566,7,0,0,0,32.4,0,0
FRD-002215,2024-08-20,West,India,CUST-1874,Purchase,Healthcare,320.17,POS,41.0,44,4399,3816,9,1,0,0,28.3,0,0
FRD-002216,2024-06-26,Central,Canada,CUST-1396,Withdrawal,Restaurant,58.15,ATM,38.1,41,2914,9693,5,0,1,0,32.0,0,0
FRD-002217,2024-01-06,South,France,CUST-0178,Refund,Utilities,27.4,Mobile,41.7,32,2923,2862,2,0,0,1,33.5,0,0
FRD-002218,2024-11-14,Central,USA,CUST-0761,Transfer,Online,296.69,ATM,59.8,15,2975,7096,6,0,0,0,20.9,0,0
FRD-002219,2023-04-01,North,Mexico,CUST-0189,Refund,Entertainment,383.42,POS,73.2,7,582,3089,1,1,0,0,14.0,0,0
FRD-002220,2023-04-25,East,USA,CUST-1663,Withdrawal,Utilities,75.78,ATM,45.0,21,292,9069,7,1,0,0,16.6,0,0
FRD-002221,2023-03-16,East,Germany,CUST-1085,Deposit,Retail,1069.53,POS,60.9,46,1860,3465,1,1,1,0,31.9,0,0
FRD-002222,2024-04-08,East,India,CUST-1891,Payment,Travel,78.69,Tablet,52.4,5,4103,5201,9,0,0,0,21.8,0,0
FRD-002223,2023-08-05,North,Canada,CUST-1830,Withdrawal,Utilities,485.37,Desktop,99.2,11,4999,7800,1,0,0,0,25.3,0,0
FRD-002224,2024-08-30,North,Germany,CUST-1635,Transfer,Healthcare,547.52,POS,20.0,29,4438,3187,7,0,0,0,20.7,0,0
FRD-002225,2024-07-09,North,India,CUST-1566,Purchase,Travel,235.91,ATM,98.2,42,3743,274,6,0,0,0,33.2,0,0
FRD-002226,2022-01-29,Central,USA,CUST-0185,Purchase,Utilities,45.13,Mobile,32.1,42,1555,128,7,1,0,1,35.8,0,0
FRD-002227,2023-05-30,West,Australia,CUST-0960,Payment,Gas Station,267.45,Mobile,6.1,10,4095,2123,9,0,0,0,15.8,0,0
FRD-002228,2022-07-13,West,India,CUST-1108,Refund,Gas Station,35.23,POS,24.7,44,4272,3869,8,1,0,1,39.9,0,0
FRD-002229,2023-04-22,South,Germany,CUST-1026,Withdrawal,Healthcare,9.57,Mobile,8.0,37,4459,80,8,0,1,0,31.3,0,0
FRD-002230,2022-01-18,South,Canada,CUST-0307,Purchase,Gas Station,528.58,Desktop,54.8,33,1037,4626,1,0,0,0,17.1,0,0
FRD-002231,2022-01-26,North,Australia,CUST-0604,Withdrawal,Online,340.11,POS,6.9,28,3719,7156,9,0,0,0,19.0,0,0
FRD-002232,2022-08-19,East,France,CUST-1596,Payment,Entertainment,33.16,Desktop,59.0,36,4170,7312,8,0,0,0,28.3,0,0
FRD-002233,2023-12-16,West,France,CUST-0301,Transfer,Gas Station,459.28,POS,10.9,16,514,7224,8,0,0,0,11.6,0,0
FRD-002234,2023-01-31,South,Japan,CUST-1816,Refund,Travel,105.9,Desktop,70.8,29,1730,4408,8,0,0,1,40.0,0,0
FRD-002235,2024-11-15,West,UK,CUST-0782,Deposit,Online,458.84,POS,37.8,38,4520,1388,0,0,0,0,20.0,0,0
FRD-002236,2024-05-08,Central,India,CUST-1687,Purchase,Travel,796.94,POS,71.8,7,34,1843,2,0,0,0,13.7,0,0
FRD-002237,2022-02-17,West,USA,CUST-0741,Deposit,Restaurant,605.57,Mobile,26.2,44,2286,4667,9,0,0,0,22.9,0,0
FRD-002238,2023-01-17,West,Japan,CUST-1683,Deposit,Online,324.4,Desktop,80.5,12,959,3644,9,0,0,0,22.7,0,0
FRD-002239,2022-09-19,East,Japan,CUST-0697,Withdrawal,Online,12.44,POS,99.1,25,404,8626,6,1,0,0,25.0,0,0
FRD-002240,2024-03-21,Central,UK,CUST-1154,Deposit,Utilities,530.43,ATM,25.7,34,712,8061,1,0,1,0,22.5,0,0
FRD-002241,2022-09-30,South,Japan,CUST-0640,Purchase,Retail,1679.7,Mobile,6.3,4,2759,9847,2,0,1,0,17.4,0,0
FRD-002242,2023-12-16,East,Germany,CUST-0849,Deposit,Online,61.64,POS,26.6,25,2876,6020,4,0,0,0,16.3,0,0
FRD-002243,2023-06-26,Central,USA,CUST-1276,Purchase,Retail,56.45,POS,0.4,7,1448,8571,8,1,0,0,9.6,0,0
FRD-002244,2022-12-08,Central,USA,CUST-1124,Purchase,Travel,646.72,Desktop,28.7,31,4481,6671,4,1,0,0,20.2,0,0
FRD-002245,2022-03-22,East,Japan,CUST-1216,Transfer,Gas Station,666.17,Mobile,96.3,24,3638,2646,0,1,0,0,24.7,0,0
FRD-002246,2023-06-21,East,India,CUST-1713,Refund,Travel,744.38,Mobile,49.7,16,3258,5395,2,0,0,0,17.0,0,0
FRD-002247,2022-05-19,North,India,CUST-0048,Payment,Entertainment,1735.46,ATM,96.2,14,1222,8115,3,0,0,0,21.3,0,0
FRD-002248,2022-12-15,West,Germany,CUST-1912,Withdrawal,Travel,49.8,Desktop,28.6,42,400,2545,8,0,1,0,29.3,0,0
FRD-002249,2023-04-22,East,Germany,CUST-0861,Refund,Restaurant,210.55,Tablet,96.2,39,2433,9009,2,1,0,1,42.4,0,0
FRD-002250,2022-06-24,North,Canada,CUST-1901,Refund,Gas Station,186.8,Desktop,94.4,31,2469,2523,1,0,1,0,34.8,0,0
FRD-002251,2022-03-13,North,India,CUST-0313,Purchase,Retail,131.43,Desktop,54.6,14,3097,5328,3,0,0,0,17.9,0,0
FRD-002252,2023-12-31,West,Mexico,CUST-0483,Transfer,Retail,560.22,Tablet,75.6,18,2333,2957,3,0,0,1,35.7,0,0
FRD-002253,2024-07-11,South,Canada,CUST-0274,Withdrawal,Gas Station,206.16,ATM,51.7,41,4902,165,8,1,0,0,29.3,0,0
FRD-002254,2024-08-03,South,Japan,CUST-0943,Purchase,Utilities,74.47,POS,25.7,49,2597,4059,3,0,0,0,19.8,0,0
FRD-002255,2022-10-02,West,Australia,CUST-1485,Purchase,Retail,543.45,Mobile,16.0,2,1350,2536,5,0,1,0,18.6,0,0
FRD-002256,2022-01-15,North,India,CUST-0296,Deposit,Online,94.36,ATM,62.8,36,1101,1430,0,0,1,0,28.3,0,0
FRD-002257,2023-07-04,South,Brazil,CUST-0451,Deposit,Healthcare,1033.5,Desktop,22.9,26,2181,4124,4,0,1,0,24.9,0,0
FRD-002258,2023-07-27,South,Brazil,CUST-1339,Refund,Online,776.8,ATM,94.3,39,4076,7169,3,0,1,0,40.3,0,0
FRD-002259,2022-05-16,Central,Japan,CUST-0971,Deposit,Healthcare,644.09,ATM,42.7,22,607,8266,3,0,0,0,14.0,0,0
FRD-002260,2022-02-10,Central,Japan,CUST-0244,Withdrawal,Healthcare,208.29,Mobile,96.1,45,2955,9201,4,0,0,0,30.8,0,0
FRD-002261,2022-04-26,South,UK,CUST-0923,Withdrawal,Entertainment,587.02,ATM,84.5,2,4764,2702,2,1,0,0,21.7,0,0
FRD-002262,2024-10-10,East,France,CUST-1280,Purchase,Healthcare,505.88,ATM,91.7,48,2983,7594,6,0,0,1,47.3,0,0
FRD-002263,2023-07-12,West,France,CUST-1030,Deposit,Utilities,174.71,Mobile,73.8,40,3485,6550,2,1,0,0,25.8,0,0
FRD-002264,2022-07-24,North,Japan,CUST-1938,Purchase,Restaurant,41.71,POS,7.9,8,1751,1990,8,1,0,1,26.4,0,0
FRD-002265,2023-03-17,South,USA,CUST-1187,Payment,Restaurant,772.43,Desktop,83.4,44,125,3644,8,1,0,0,27.5,0,0
FRD-002266,2022-11-23,South,Canada,CUST-0056,Withdrawal,Retail,11.99,Mobile,54.1,15,3562,9358,1,0,0,0,17.2,0,0
FRD-002267,2023-07-09,West,USA,CUST-0311,Deposit,Retail,119.81,Mobile,94.4,21,2767,5093,1,1,0,1,38.3,0,0
FRD-002268,2024-01-31,North,Germany,CUST-1811,Transfer,Online,179.18,Desktop,2.2,44,861,8276,3,0,0,0,12.7,0,0
FRD-002269,2023-05-07,North,Canada,CUST-0351,Transfer,Gas Station,66.71,ATM,70.8,48,2939,7372,8,0,0,0,30.6,0,0
FRD-002270,2022-06-04,North,UK,CUST-0467,Refund,Retail,88.87,POS,20.5,11,869,8582,5,0,1,1,35.3,0,0
FRD-002271,2022-05-02,South,Japan,CUST-0966,Deposit,Gas Station,24.14,Tablet,75.3,26,247,3821,8,1,0,1,37.9,0,0
FRD-002272,2024-09-15,North,Japan,CUST-1392,Deposit,Travel,1680.39,Tablet,60.5,23,4175,1476,2,0,0,0,21.4,0,0
FRD-002273,2023-09-26,South,UK,CUST-1695,Purchase,Gas Station,504.82,ATM,35.5,16,2422,6114,5,0,0,0,15.9,0,0
FRD-002274,2022-07-22,North,Mexico,CUST-1174,Transfer,Travel,709.22,POS,92.6,45,2129,5964,3,1,0,0,28.3,0,0
FRD-002275,2022-10-23,North,Japan,CUST-0116,Transfer,Entertainment,224.18,Desktop,8.9,18,3159,6171,9,0,0,0,16.4,0,0
FRD-002276,2022-10-23,West,Germany,CUST-0074,Purchase,Entertainment,668.4,ATM,47.2,13,4894,5225,9,1,1,0,33.8,0,0
FRD-002277,2023-07-22,South,USA,CUST-1451,Deposit,Restaurant,436.79,Tablet,14.9,7,130,2854,0,1,1,0,13.8,0,0
FRD-002278,2024-08-11,Central,Japan,CUST-1665,Refund,Retail,736.49,ATM,58.3,26,1817,8360,5,0,0,0,20.4,0,0
FRD-002279,2022-02-27,Central,Australia,CUST-1632,Deposit,Online,711.85,Desktop,57.6,44,2051,1983,2,1,0,0,22.0,0,0
FRD-002280,2024-08-30,Central,Mexico,CUST-1563,Payment,Retail,534.77,ATM,99.7,45,384,1590,5,1,0,0,28.3,0,0
FRD-002281,2022-11-06,North,USA,CUST-0878,Transfer,Travel,603.67,ATM,37.2,6,1730,2295,4,0,1,0,22.4,0,0
FRD-002282,2024-03-09,South,Mexico,CUST-0648,Transfer,Healthcare,283.72,Desktop,95.5,1,2764,6361,8,1,0,0,24.7,0,0
FRD-002283,2023-06-08,North,Brazil,CUST-1688,Deposit,Retail,398.89,Mobile,95.3,38,659,4476,8,0,0,0,28.9,0,0
FRD-002284,2024-04-13,Central,Brazil,CUST-0559,Transfer,Retail,108.39,Desktop,48.5,20,1809,7728,5,1,0,0,17.7,0,0
FRD-002285,2023-02-24,Central,France,CUST-1788,Withdrawal,Healthcare,205.88,POS,86.5,22,1904,7447,0,0,0,1,35.2,0,0
FRD-002286,2023-01-11,South,Brazil,CUST-1638,Transfer,Gas Station,437.98,ATM,13.1,20,4145,7805,3,0,0,0,14.4,0,0
FRD-002287,2022-12-30,West,UK,CUST-1464,Refund,Online,177.18,Mobile,24.6,22,2690,1122,3,0,0,0,14.4,0,0
FRD-002288,2024-02-04,Central,Canada,CUST-1111,Refund,Healthcare,315.32,Desktop,85.8,39,1592,2508,2,0,0,0,24.6,0,0
FRD-002289,2022-06-10,West,USA,CUST-1286,Transfer,Gas Station,565.05,Tablet,54.4,38,222,1703,1,0,1,1,41.8,0,0
FRD-002290,2024-10-12,West,Germany,CUST-1307,Purchase,Travel,1904.2,POS,9.3,16,1554,2626,0,0,0,0,6.9,0,0
FRD-002291,2023-09-04,West,Japan,CUST-0918,Payment,Entertainment,411.24,ATM,8.2,27,2799,8271,7,1,0,0,16.1,0,0
FRD-002292,2022-10-23,Central,UK,CUST-0114,Payment,Online,486.44,Mobile,61.0,13,3467,5476,5,0,0,0,20.7,0,0
FRD-002293,2023-01-15,North,France,CUST-1375,Refund,Restaurant,38.27,POS,57.8,31,3260,3489,6,0,0,0,24.3,0,0
FRD-002294,2023-08-17,West,Mexico,CUST-1820,Deposit,Entertainment,289.64,ATM,94.8,43,2618,789,8,1,0,0,32.7,0,0
FRD-002295,2022-01-29,East,USA,CUST-1131,Withdrawal,Entertainment,574.09,POS,26.2,6,2080,6000,7,0,0,0,13.5,0,0
FRD-002296,2023-06-27,Central,USA,CUST-0575,Refund,Gas Station,116.09,POS,24.3,28,4731,3909,0,0,0,0,16.3,0,0
FRD-002297,2023-03-15,North,USA,CUST-1659,Withdrawal,Restaurant,100.4,Desktop,68.4,25,163,2526,0,0,0,1,30.5,0,0
FRD-002298,2022-12-20,South,UK,CUST-0955,Withdrawal,Healthcare,1705.03,Desktop,1.5,44,414,5619,3,1,1,0,21.9,0,0
FRD-002299,2024-05-08,West,Mexico,CUST-0915,Deposit,Travel,17.53,Desktop,37.9,4,2403,1160,6,0,0,0,14.6,0,0
FRD-002300,2022-07-24,North,India,CUST-1190,Deposit,Travel,1268.38,ATM,58.1,9,2333,4529,4,0,0,0,17.0,0,0
FRD-002301,2022-08-09,Central,Brazil,CUST-0662,Purchase,Restaurant,1332.83,Desktop,84.4,33,1407,1068,7,0,0,0,26.6,0,0
FRD-002302,2024-12-28,East,Japan,CUST-1441,Payment,Travel,620.48,POS,94.8,2,3098,4170,2,0,0,0,20.8,0,0
FRD-002303,2022-04-16,South,Japan,CUST-0532,Refund,Healthcare,36.36,POS,73.0,5,2592,3736,0,1,1,0,25.8,0,0
FRD-002304,2022-03-14,East,Japan,CUST-0145,Withdrawal,Retail,351.05,ATM,43.0,22,1095,3100,2,0,1,0,24.0,0,0
FRD-002305,2023-01-30,North,UK,CUST-1285,Withdrawal,Utilities,66.57,ATM,26.4,4,2814,7860,0,0,0,1,24.0,0,0
FRD-002306,2023-09-18,Central,Japan,CUST-1621,Deposit,Online,17.52,Tablet,88.4,1,3331,269,1,0,0,0,19.2,0,0
FRD-002307,2024-02-23,Central,USA,CUST-0912,Payment,Entertainment,689.5,Desktop,96.1,22,2401,3863,7,0,1,0,37.7,0,0
FRD-002308,2024-12-12,East,India,CUST-0862,Refund,Gas Station,745.09,Tablet,3.3,15,593,5764,1,0,1,1,30.1,0,0
FRD-002309,2024-06-02,North,India,CUST-1017,Transfer,Healthcare,68.19,ATM,3.8,20,2572,892,3,0,1,0,20.7,1,0
FRD-002310,2022-07-23,Central,USA,CUST-0643,Withdrawal,Entertainment,457.64,ATM,30.7,19,12,92,3,0,0,0,10.7,0,0
FRD-002311,2024-02-21,Central,France,CUST-0643,Refund,Entertainment,1436.02,Desktop,53.1,18,4960,1203,6,0,0,0,23.5,0,0
FRD-002312,2023-03-17,North,Brazil,CUST-0415,Transfer,Entertainment,102.63,Tablet,61.3,14,4331,66,0,1,0,1,33.5,0,0
FRD-002313,2022-04-13,North,Japan,CUST-1216,Refund,Online,556.39,Mobile,87.0,15,4848,881,8,0,0,1,44.3,0,0
FRD-002314,2024-08-30,Central,France,CUST-1075,Purchase,Restaurant,2239.27,Desktop,27.0,19,3527,3859,5,0,1,0,26.9,0,0
FRD-002315,2022-01-25,West,USA,CUST-0159,Payment,Gas Station,257.48,Mobile,64.8,49,2688,3289,7,0,0,1,43.8,0,0
FRD-002316,2022-11-02,South,France,CUST-1677,Refund,Restaurant,28.65,Desktop,0.8,48,1843,28,4,1,0,0,15.5,0,0
FRD-002317,2024-03-28,East,UK,CUST-1800,Purchase,Gas Station,211.13,POS,36.7,7,4496,3751,6,0,0,0,18.1,0,0
FRD-002318,2024-07-07,Central,Brazil,CUST-1772,Payment,Restaurant,1391.25,POS,7.5,46,2117,8303,9,0,0,0,20.3,0,0
FRD-002319,2022-12-14,West,UK,CUST-1116,Deposit,Utilities,259.87,Mobile,22.0,38,2455,4953,1,0,0,0,15.3,0,0
FRD-002320,2022-04-25,West,Canada,CUST-1108,Deposit,Healthcare,432.46,ATM,45.4,1,3419,780,5,0,0,0,15.9,0,0
FRD-002321,2022-11-07,North,Mexico,CUST-1279,Withdrawal,Utilities,31.85,Tablet,36.3,25,3025,7950,6,0,0,0,19.5,0,0
FRD-002322,2022-03-13,South,Canada,CUST-1404,Withdrawal,Online,714.37,Desktop,11.0,29,3060,5410,9,1,1,0,28.8,0,0
FRD-002323,2022-03-07,Central,Australia,CUST-0082,Payment,Utilities,714.6,POS,5.3,35,3434,3707,1,1,0,0,13.7,0,0
FRD-002324,2023-11-18,East,Canada,CUST-1727,Transfer,Entertainment,440.26,Desktop,5.9,30,2820,5295,7,1,0,0,16.4,0,0
FRD-002325,2023-04-30,East,Germany,CUST-0927,Refund,Retail,54.85,POS,53.1,26,2336,6832,7,0,0,0,21.9,0,0
FRD-002326,2024-03-11,West,India,CUST-1534,Withdrawal,Healthcare,438.15,POS,49.1,10,3669,6607,1,0,0,1,30.6,0,0
FRD-002327,2024-04-28,West,UK,CUST-0431,Payment,Restaurant,1.46,ATM,29.3,18,4611,4294,1,0,0,1,30.7,0,0
FRD-002328,2022-10-05,West,France,CUST-0948,Payment,Healthcare,1816.11,ATM,61.4,32,1104,9644,4,1,1,0,30.3,0,0
FRD-002329,2022-05-24,Central,Japan,CUST-1054,Payment,Travel,498.42,Tablet,23.8,33,2829,1248,1,0,0,0,15.2,0,0
FRD-002330,2024-01-09,East,Brazil,CUST-0136,Payment,Online,62.2,Desktop,74.1,19,2803,828,8,0,0,0,25.1,0,0
FRD-002331,2023-02-07,West,USA,CUST-0723,Transfer,Healthcare,7.81,POS,92.1,39,1161,3447,4,0,0,0,26.4,1,0
FRD-002332,2024-04-18,East,Japan,CUST-1195,Transfer,Utilities,134.82,POS,36.6,19,2452,7466,4,1,1,0,26.0,0,0
FRD-002333,2022-03-05,East,Japan,CUST-0133,Withdrawal,Healthcare,790.29,Mobile,74.3,45,2063,8228,2,0,1,0,34.7,1,0
FRD-002334,2022-01-21,East,UK,CUST-0657,Payment,Entertainment,207.41,Tablet,46.3,36,3241,1035,1,0,1,0,29.8,0,0
FRD-002335,2023-11-26,South,Australia,CUST-1012,Withdrawal,Retail,895.14,Mobile,43.3,27,2477,1813,6,1,1,0,30.1,0,0
FRD-002336,2024-08-10,Central,Mexico,CUST-1234,Purchase,Gas Station,102.32,Desktop,93.5,38,1708,8480,2,0,0,0,25.7,0,0
FRD-002337,2024-09-01,Central,France,CUST-0119,Transfer,Entertainment,1032.33,ATM,48.0,47,1307,3611,8,0,0,1,39.6,0,0
FRD-002338,2023-10-04,Central,Australia,CUST-1143,Refund,Restaurant,375.72,Tablet,88.4,28,3220,6552,3,0,1,0,35.9,0,0
FRD-002339,2022-03-03,Central,Japan,CUST-1190,Deposit,Retail,828.72,POS,12.1,39,4363,4913,6,0,0,1,35.7,0,0
FRD-002340,2022-05-03,Central,Mexico,CUST-0620,Refund,Restaurant,125.48,Mobile,20.0,20,4832,4966,9,0,0,0,21.0,0,0
FRD-002341,2022-07-16,North,France,CUST-0757,Transfer,Retail,691.42,POS,92.0,31,1893,9252,8,0,0,0,28.8,0,0
FRD-002342,2024-10-10,South,UK,CUST-1045,Purchase,Entertainment,1471.38,Desktop,94.2,48,1320,266,1,1,0,0,26.5,0,0
FRD-002343,2023-05-14,South,UK,CUST-1247,Withdrawal,Restaurant,238.46,ATM,88.8,30,2587,8421,6,0,1,0,37.7,0,0
FRD-002344,2022-10-07,West,Mexico,CUST-1561,Purchase,Utilities,1238.23,Desktop,88.4,43,611,2091,1,1,0,0,23.5,0,0
FRD-002345,2023-11-15,North,Australia,CUST-1459,Refund,Online,53.43,Desktop,10.6,15,2322,4026,1,0,0,0,8.8,0,0
FRD-002346,2022-01-26,North,Mexico,CUST-1285,Refund,Entertainment,288.92,Mobile,76.4,45,2792,2624,5,0,0,0,28.4,0,0
FRD-002347,2022-02-23,South,UK,CUST-0800,Payment,Entertainment,145.17,Mobile,2.0,10,3576,6167,8,1,1,0,23.7,1,0
FRD-002348,2024-08-02,Central,Mexico,CUST-0344,Transfer,Healthcare,147.81,Tablet,7.0,15,3634,6686,5,0,0,0,13.3,0,0
FRD-002349,2023-03-19,West,Germany,CUST-0830,Transfer,Utilities,236.09,ATM,77.6,14,2952,6275,3,1,0,1,36.1,0,0
FRD-002350,2024-08-03,East,Germany,CUST-1694,Withdrawal,Online,376.64,ATM,12.5,44,598,3298,0,1,1,0,21.6,0,0
FRD-002351,2022-07-03,North,USA,CUST-1127,Deposit,Online,189.76,ATM,68.7,11,1151,4433,2,1,0,0,15.7,0,0
FRD-002352,2023-01-24,North,India,CUST-0431,Payment,Gas Station,224.28,ATM,72.9,4,3547,5696,5,0,1,1,45.8,0,0
FRD-002353,2022-03-12,Central,India,CUST-1036,Withdrawal,Retail,297.69,ATM,49.3,27,4054,9549,3,1,0,0,21.1,0,0
FRD-002354,2024-07-13,North,Canada,CUST-0540,Transfer,Restaurant,136.21,POS,27.4,45,2591,8694,9,0,0,0,23.7,0,0
FRD-002355,2022-12-18,South,Australia,CUST-1128,Payment,Healthcare,814.77,Desktop,70.0,18,1098,2965,5,1,0,0,19.5,0,0
FRD-002356,2022-11-25,North,India,CUST-1049,Purchase,Travel,761.98,Mobile,93.2,41,13,1418,5,0,0,0,25.9,1,0
FRD-002357,2022-07-11,East,Japan,CUST-0908,Payment,Travel,220.21,ATM,27.6,44,4161,347,2,0,1,0,30.7,0,0
FRD-002358,2022-08-12,East,Brazil,CUST-0842,Transfer,Healthcare,432.48,ATM,80.1,8,4979,6740,7,1,0,0,26.3,0,0
FRD-002359,2023-02-23,South,India,CUST-0421,Deposit,Online,73.15,Mobile,10.6,31,2816,8994,2,1,0,0,13.5,0,0
FRD-002360,2024-02-19,West,USA,CUST-1076,Withdrawal,Travel,875.55,Tablet,27.2,19,3948,323,4,1,1,1,41.8,0,0
FRD-002361,2022-03-26,Central,India,CUST-0047,Transfer,Entertainment,708.48,POS,19.8,42,1785,1158,9,1,1,0,30.8,0,0
FRD-002362,2024-11-09,West,Canada,CUST-1764,Refund,Restaurant,1379.74,Desktop,89.7,46,712,4397,7,0,0,0,29.0,0,0
FRD-002363,2024-08-25,South,Australia,CUST-0319,Payment,Entertainment,769.71,Tablet,46.1,1,4801,5718,4,0,1,0,27.3,0,0
FRD-002364,2022-06-04,West,India,CUST-1966,Deposit,Travel,403.93,Desktop,2.4,19,132,5714,4,1,0,0,7.4,0,0
FRD-002365,2024-03-09,North,Germany,CUST-0035,Purchase,Utilities,233.85,POS,7.8,14,811,952,8,0,1,0,21.2,0,0
FRD-002366,2024-10-12,East,Mexico,CUST-1404,Deposit,Restaurant,211.15,POS,17.0,6,4919,4895,1,0,0,0,11.9,0,0
FRD-002367,2022-10-19,Central,Brazil,CUST-0981,Purchase,Retail,26.91,Tablet,27.1,14,3570,5033,6,0,0,0,16.7,0,0
FRD-002368,2023-01-16,South,Canada,CUST-0817,Purchase,Retail,521.23,POS,43.7,36,3133,7139,0,0,0,0,18.5,0,0
FRD-002369,2022-09-03,North,Mexico,CUST-0163,Refund,Healthcare,1039.53,Mobile,8.1,45,3835,7030,5,0,0,0,19.7,0,0
FRD-002370,2022-02-21,West,Australia,CUST-0310,Purchase,Healthcare,546.24,POS,27.8,39,3247,9736,0,0,1,0,26.8,0,0
FRD-002371,2023-06-04,Central,USA,CUST-0488,Refund,Restaurant,225.68,ATM,10.1,25,4814,8582,2,0,0,0,15.2,1,0
FRD-002372,2023-10-10,East,Brazil,CUST-1216,Withdrawal,Healthcare,1568.21,Desktop,93.7,17,1395,8960,6,0,0,0,24.0,0,0
FRD-002373,2023-07-27,West,Germany,CUST-0818,Refund,Healthcare,392.06,POS,14.1,9,307,6378,2,0,0,0,5.9,0,0
FRD-002374,2024-04-14,Central,Germany,CUST-1396,Payment,Healthcare,331.57,Tablet,14.4,14,4613,6708,5,0,0,0,15.6,0,0
