employee_id,department,region,job_title,hire_date,gender,ethnicity,age,education,salary,performance_rating,satisfaction_score,engagement_score,training_hours,promotion_last_3_years,employment_status,time_to_hire_days,turnover_risk,tenure_years
EMP-00377,Operations,East,Senior Manager,2023-11-14,Male,White,34,Bachelor,136110.35,1.1,4.4,5.0,97,1,Terminated,93,0.0,1.1
EMP-00378,Sales,East,Director,2022-06-10,Female,Other,59,Bachelor,191732.53,2.6,3.2,80.0,138,1,On Leave,45,0.61,2.6
EMP-00379,Customer Support,North,Engineer,2021-11-23,Female,White,34,Associate,123548.91,2.5,4.4,82.0,143,0,Active,51,0.62,3.1
EMP-00380,Customer Support,West,Senior Engineer,2015-09-23,Male,Asian,36,Bachelor,116692.01,4.5,3.9,90.0,192,0,Active,39,0.26,9.3
EMP-00381,Marketing,East,Senior Analyst,2016-11-16,Female,White,39,Bachelor,173253.93,2.1,4.0,98.0,94,0,Terminated,109,0.28,8.1
EMP-00382,Operations,East,Specialist,2020-09-14,Female,White,37,Bachelor,66719.21,3.3,1.6,12.0,171,0,Terminated,111,0.34,4.3
EMP-00383,Finance,South,Engineer,2019-05-09,Male,White,62,Bachelor,42422.31,1.0,1.7,28.0,170,0,Active,66,0.35,5.7
EMP-00384,R&D,North,VP,2023-06-05,Non-Binary,Hispanic,63,Bachelor,181087.47,4.7,1.7,63.0,154,0,Active,63,0.78,1.6
EMP-00385,Operations,Central,Senior Engineer,2024-11-23,Male,Hispanic,26,Master,125457.85,3.5,1.8,88.0,80,0,Active,85,0.94,0.1
EMP-00386,Sales,North,Senior Analyst,2022-03-27,Female,Hispanic,48,Master,159183.5,4.2,2.7,17.0,79,1,Active,113,0.59,2.8
EMP-00387,Operations,Central,Analyst,2023-06-04,Male,Hispanic,23,Associate,140627.56,3.3,2.3,49.0,0,0,On Leave,107,0.39,1.6
EMP-00388,Customer Support,South,Director,2020-09-16,Female,White,62,Bachelor,146222.01,4.3,1.2,98.0,29,0,Active,82,0.29,4.3
EMP-00389,Customer Support,West,Specialist,2019-03-13,Female,Hispanic,48,Bachelor,133974.14,1.3,3.9,34.0,122,1,Terminated,45,0.83,5.8
EMP-00390,R&D,Central,Engineer,2020-08-04,Non-Binary,Hispanic,22,Bachelor,156032.07,3.8,2.6,50.0,191,0,Active,85,0.09,4.4
EMP-00391,HR,South,Engineer,2020-10-26,Male,Hispanic,35,High School,58158.72,1.6,1.3,70.0,164,0,Active,35,0.43,4.2
EMP-00392,R&D,West,Specialist,2020-03-16,Male,Black,56,Bachelor,80148.05,3.3,4.2,43.0,150,1,Active,115,0.67,4.8
EMP-00393,R&D,South,Director,2017-01-03,Female,White,44,Associate,116661.55,4.9,1.1,72.0,26,0,Terminated,60,0.25,8.0
EMP-00394,Marketing,West,Director,2018-08-11,Male,Mixed,64,Bachelor,154633.66,1.7,3.2,16.0,100,1,Active,14,0.13,6.4
EMP-00395,Finance,East,Engineer,2022-12-28,Female,Other,43,Bachelor,89359.69,2.0,4.0,24.0,79,0,Active,88,0.65,2.0
EMP-00396,Customer Support,West,VP,2019-03-12,Male,Hispanic,48,Bachelor,169155.05,1.8,2.5,39.0,87,1,Terminated,51,0.6,5.8
EMP-00397,Sales,Central,Coordinator,2020-11-22,Female,White,46,Bachelor,50454.26,2.6,3.3,98.0,155,0,Active,68,0.62,4.1
EMP-00398,Engineering,West,VP,2022-10-15,Female,Black,55,Associate,166544.12,3.0,1.2,36.0,157,1,On Leave,19,0.98,2.2
EMP-00399,Operations,North,Senior Engineer,2020-06-02,Male,White,48,Bachelor,151849.48,1.6,1.9,92.0,87,0,On Leave,97,0.32,4.6
EMP-00400,Marketing,West,Senior Manager,2023-01-10,Female,White,56,Master,50441.93,1.1,3.7,88.0,94,0,Active,33,0.99,2.0
EMP-00401,R&D,South,Senior Analyst,2020-07-19,Female,Other,42,Associate,45061.66,2.4,4.2,76.0,178,0,Terminated,75,0.05,4.5
EMP-00402,Operations,Central,Manager,2020-04-24,Male,Black,60,Bachelor,174384.91,2.5,1.5,38.0,129,0,Terminated,31,0.04,4.7
EMP-00403,Engineering,East,Coordinator,2018-01-04,Male,Black,24,Associate,63167.06,2.5,4.9,34.0,70,0,Terminated,95,0.86,7.0
EMP-00404,HR,East,Senior Manager,2021-07-08,Male,Mixed,46,Associate,80528.56,3.7,2.6,64.0,111,0,Active,84,0.32,3.5
EMP-00405,Marketing,South,Director,2019-07-01,Female,Asian,25,Master,183406.55,2.8,4.7,24.0,86,0,Terminated,45,0.36,5.5
EMP-00406,Marketing,East,Senior Analyst,2022-02-26,Male,Black,36,Associate,94860.14,1.4,3.2,37.0,92,1,Active,103,0.05,2.8
EMP-00407,Marketing,Central,Senior Engineer,2023-11-13,Male,White,24,Master,124869.58,4.7,3.6,82.0,34,1,Terminated,37,0.0,1.1
EMP-00408,Finance,South,Director,2021-07-19,Female,White,32,Bachelor,44962.58,3.8,1.7,22.0,93,0,Active,67,0.63,3.5
EMP-00409,Operations,Central,Engineer,2022-04-15,Male,Asian,49,Bachelor,131041.95,1.9,4.5,83.0,156,1,Active,64,0.52,2.7
EMP-00410,Finance,East,Specialist,2015-05-30,Female,Mixed,24,Bachelor,154164.02,4.7,1.3,56.0,158,0,On Leave,25,0.73,9.6
EMP-00411,R&D,East,Engineer,2017-04-28,Non-Binary,Black,39,Bachelor,130417.28,5.0,4.9,52.0,113,0,Active,103,0.23,7.7
EMP-00412,Sales,North,Senior Manager,2017-06-18,Female,White,30,Bachelor,169388.86,1.8,2.6,62.0,169,1,Active,107,0.85,7.5
EMP-00413,Engineering,South,Manager,2017-04-11,Male,Hispanic,36,Bachelor,164248.78,2.5,1.7,64.0,193,0,Active,95,0.26,7.7
EMP-00414,Operations,West,Senior Engineer,2020-01-26,Female,White,61,Bachelor,116657.57,1.3,3.4,56.0,178,0,Active,81,0.45,4.9
EMP-00415,R&D,South,Specialist,2024-09-05,Male,White,29,Master,143217.08,2.9,4.5,70.0,78,0,Active,47,0.37,0.3
EMP-00416,Customer Support,Central,Director,2017-08-18,Male,Mixed,61,Master,84261.94,4.2,2.6,36.0,15,0,Active,100,0.86,7.4
EMP-00417,Operations,East,VP,2019-06-10,Non-Binary,White,35,High School,97379.73,4.6,1.0,81.0,7,0,Terminated,106,0.82,5.6
EMP-00418,Sales,North,Coordinator,2017-06-14,Male,Hispanic,59,Associate,139501.52,3.2,4.5,23.0,60,1,Active,74,0.44,7.6
EMP-00419,Engineering,South,Coordinator,2018-06-07,Female,White,34,Bachelor,145666.12,2.3,3.3,72.0,91,1,Active,76,0.36,6.6
EMP-00420,Sales,Central,VP,2019-10-07,Male,Asian,60,PhD,53657.14,3.3,1.4,39.0,39,0,On Leave,86,0.79,5.2
EMP-00421,Marketing,North,Manager,2024-12-19,Male,Hispanic,31,Master,171078.27,1.5,4.6,70.0,184,0,On Leave,52,0.21,0.0
EMP-00422,Customer Support,North,Senior Manager,2019-03-25,Female,White,51,Master,141947.73,4.3,4.1,4.0,84,0,On Leave,89,0.94,5.8
EMP-00423,Marketing,North,Specialist,2021-05-29,Female,White,26,Bachelor,92376.32,3.1,3.1,40.0,177,0,On Leave,50,0.32,3.6
EMP-00424,Engineering,East,VP,2016-10-05,Male,White,43,Associate,76217.69,4.9,2.8,96.0,26,1,Active,25,0.46,8.2
EMP-00425,Marketing,Central,Director,2024-06-12,Male,Hispanic,56,Associate,136493.51,2.6,3.8,58.0,84,1,Active,29,0.81,0.6
EMP-00426,Sales,North,Specialist,2019-03-13,Male,Black,26,Bachelor,151342.13,3.6,2.4,50.0,159,0,Active,32,0.8,5.8
EMP-00427,R&D,East,Senior Engineer,2017-11-08,Male,White,33,Master,188544.91,2.4,3.6,25.0,155,0,Active,89,0.69,7.2
EMP-00428,Finance,East,Specialist,2021-03-05,Male,White,56,Associate,69598.63,1.6,1.6,50.0,123,0,Active,14,0.12,3.8
EMP-00429,HR,East,Specialist,2015-12-14,Male,White,42,Bachelor,120466.97,4.0,1.6,83.0,118,0,Active,78,0.24,9.1
EMP-00430,Customer Support,South,Senior Manager,2016-07-04,Female,White,47,Master,192828.75,3.7,2.2,35.0,28,0,Active,32,0.71,8.5
EMP-00431,Operations,East,Senior Engineer,2023-06-06,Male,Hispanic,22,Bachelor,185525.19,4.1,4.5,57.0,176,0,On Leave,65,0.86,1.6
EMP-00432,Operations,Central,Coordinator,2015-12-11,Female,Hispanic,31,Bachelor,116463.1,4.9,4.4,68.0,163,0,Terminated,57,0.17,9.1
EMP-00433,Sales,West,Specialist,2018-04-23,Male,White,59,Bachelor,128326.32,5.0,3.0,41.0,124,1,On Leave,114,0.99,6.7
EMP-00434,R&D,South,Director,2019-12-26,Female,Asian,45,Bachelor,186640.27,4.7,3.3,29.0,118,1,Terminated,118,0.62,5.0
EMP-00435,R&D,North,Senior Manager,2020-10-26,Male,Black,52,Master,45139.94,4.6,3.5,16.0,23,1,On Leave,57,0.82,4.2
EMP-00436,Engineering,East,Coordinator,2018-12-11,Male,Asian,44,PhD,196192.19,2.2,2.5,11.0,84,0,On Leave,15,0.79,6.1
EMP-00437,Marketing,South,Analyst,2017-07-31,Female,Asian,42,Master,196319.06,2.9,3.8,25.0,127,0,Terminated,90,0.11,7.4
EMP-00438,HR,South,Manager,2021-07-19,Male,Asian,23,Bachelor,191098.47,1.2,3.4,3.0,166,0,Active,17,0.34,3.5
EMP-00439,HR,Central,Coordinator,2015-06-18,Female,Asian,52,High School,194480.75,3.7,2.4,76.0,177,1,Active,32,0.46,9.5
EMP-00440,Marketing,North,Senior Analyst,2020-03-20,Male,Hispanic,23,Associate,88650.96,3.2,2.1,12.0,135,0,Active,117,0.26,4.8
EMP-00441,Sales,West,Engineer,2020-09-29,Female,Hispanic,51,High School,45930.89,3.8,4.9,90.0,81,0,Active,58,0.68,4.3
EMP-00442,Marketing,West,Senior Manager,2021-12-19,Male,Hispanic,46,Bachelor,85495.33,3.7,2.1,52.0,146,1,On Leave,46,0.56,3.0
EMP-00443,R&D,South,Specialist,2018-10-09,Female,White,40,Bachelor,95306.32,2.1,1.7,46.0,165,1,Terminated,30,0.98,6.2
EMP-00444,Finance,South,Specialist,2019-10-12,Male,White,22,Master,96394.36,2.8,4.3,7.0,171,0,On Leave,70,0.18,5.2
EMP-00445,Engineering,North,Senior Analyst,2020-01-22,Female,White,58,High School,148873.42,1.4,4.2,14.0,25,1,Active,30,0.56,4.9
EMP-00446,Operations,South,Manager,2020-03-30,Female,White,49,Associate,178178.74,1.3,2.0,86.0,69,0,Terminated,17,0.9,4.8
EMP-00447,Marketing,East,Senior Engineer,2019-11-07,Male,Hispanic,41,Bachelor,75517.88,2.8,4.4,68.0,176,0,Active,21,0.04,5.2
EMP-00448,Sales,West,Coordinator,2019-08-03,Female,Mixed,26,Master,111565.24,3.2,4.6,10.0,25,0,On Leave,107,0.5,5.4
EMP-00449,R&D,East,Manager,2019-02-14,Female,Hispanic,51,High School,100561.8,2.3,2.3,68.0,91,0,Terminated,50,0.21,5.9
EMP-00450,Finance,Central,Senior Manager,2024-01-09,Female,Asian,44,Associate,162336.34,1.2,2.3,14.0,159,0,On Leave,109,0.96,1.0
EMP-00451,Operations,South,Manager,2020-07-30,Male,White,63,Bachelor,90863.24,3.6,1.5,74.0,161,1,Active,15,0.67,4.4
EMP-00452,Finance,North,Senior Analyst,2018-07-22,Male,Asian,48,Bachelor,48994.56,3.7,3.4,95.0,172,0,On Leave,102,0.27,6.4
EMP-00453,Sales,Central,Analyst,2018-01-23,Female,White,63,PhD,93408.59,2.3,3.8,76.0,36,1,Active,39,0.99,6.9
EMP-00454,Engineering,Central,Manager,2019-04-16,Female,Asian,22,Bachelor,96635.38,1.0,1.3,83.0,88,1,Active,54,0.22,5.7
EMP-00455,HR,North,Specialist,2015-04-12,Female,Asian,30,Master,171581.83,3.5,1.8,62.0,94,0,Active,26,0.33,9.7
EMP-00456,Finance,Central,Senior Engineer,2017-01-05,Female,Other,28,Master,127663.09,1.3,2.1,1.0,5,1,On Leave,96,0.68,8.0
EMP-00457,Operations,East,Specialist,2019-12-15,Female,Asian,47,Bachelor,123762.4,1.9,2.8,79.0,158,0,On Leave,37,0.57,5.0
EMP-00458,Sales,Central,Coordinator,2017-08-15,Female,White,37,Bachelor,135812.63,2.0,4.3,41.0,64,0,Active,86,0.82,7.4
EMP-00459,R&D,North,Director,2017-12-23,Non-Binary,White,27,Bachelor,129832.62,2.1,1.9,87.0,103,0,Active,112,0.67,7.0
EMP-00460,R&D,West,Director,2022-03-28,Male,Asian,63,Bachelor,149064.01,3.5,4.2,58.0,136,0,Active,75,0.58,2.8
EMP-00461,Operations,South,Senior Engineer,2015-11-07,Male,Black,58,High School,184623.37,1.3,4.6,20.0,148,1,Active,109,0.34,9.2
EMP-00462,R&D,North,Director,2019-01-10,Non-Binary,Asian,33,Master,180216.38,3.6,1.8,6.0,66,0,Active,78,0.3,6.0
EMP-00463,Operations,East,Senior Manager,2015-12-04,Male,White,45,Associate,119251.07,2.9,5.0,56.0,169,0,Active,44,0.1,9.1
EMP-00464,R&D,East,Specialist,2018-04-21,Female,White,38,Master,175485.57,2.4,3.1,57.0,173,0,On Leave,31,0.4,6.7
EMP-00465,Finance,West,Analyst,2024-06-13,Female,White,23,Bachelor,178084.57,3.4,3.2,86.0,132,0,Active,28,0.79,0.6
EMP-00466,Operations,East,VP,2020-08-17,Female,Hispanic,52,Bachelor,166327.87,4.5,3.5,5.0,36,0,Terminated,37,0.28,4.4
EMP-00467,HR,North,Engineer,2020-10-01,Female,White,58,Bachelor,46728.67,3.2,4.2,82.0,76,1,Active,78,0.88,4.3
EMP-00468,Customer Support,East,VP,2021-02-17,Male,Hispanic,63,Master,145928.5,1.6,3.6,41.0,28,1,On Leave,28,0.8,3.9
EMP-00469,Customer Support,West,Coordinator,2022-03-21,Female,White,50,Bachelor,90114.15,3.2,3.9,53.0,91,0,Active,100,1.0,2.8
EMP-00470,Operations,West,Senior Engineer,2015-11-17,Female,Black,22,Bachelor,179724.83,2.8,2.8,54.0,48,0,Active,64,0.73,9.1
EMP-00471,Customer Support,Central,Senior Engineer,2023-10-24,Female,Asian,35,Bachelor,85433.95,4.8,3.4,39.0,152,0,Active,33,0.05,1.2
EMP-00472,Sales,Central,Director,2018-02-06,Male,White,61,Bachelor,186980.15,3.4,2.0,19.0,137,0,Active,107,0.59,6.9
EMP-00473,Finance,East,Senior Manager,2017-07-21,Male,White,32,High School,138419.33,1.1,2.5,9.0,97,0,Active,65,0.3,7.5
EMP-00474,R&D,East,Engineer,2016-02-08,Male,Hispanic,53,Bachelor,143208.87,1.5,3.5,21.0,14,0,Terminated,90,0.95,8.9
EMP-00475,Sales,East,Specialist,2016-04-30,Female,Mixed,41,Bachelor,182037.77,3.1,1.2,72.0,157,0,Active,18,0.71,8.7
EMP-00476,Operations,East,Senior Analyst,2015-10-20,Male,White,23,Bachelor,197664.48,4.2,3.3,69.0,186,0,Active,67,0.78,9.2
EMP-00477,Sales,Central,Engineer,2019-01-15,Male,Hispanic,52,Associate,89441.29,1.4,3.2,68.0,54,1,On Leave,50,0.56,6.0
EMP-00478,HR,North,VP,2015-06-06,Male,Mixed,26,Master,54217.73,3.3,1.7,91.0,54,0,Active,75,0.97,9.6
EMP-00479,Sales,North,Manager,2021-02-14,Female,Hispanic,53,Bachelor,155735.46,2.8,4.7,46.0,196,1,Active,24,0.17,3.9
EMP-00480,R&D,North,Senior Analyst,2017-03-31,Male,Asian,30,Bachelor,51228.6,2.5,1.3,76.0,141,0,On Leave,55,0.39,7.8
EMP-00481,Operations,Central,Analyst,2018-09-29,Male,Mixed,62,Associate,125418.66,1.3,1.2,67.0,110,1,On Leave,19,0.5,6.3
EMP-00482,Engineering,North,Senior Analyst,2017-03-16,Female,Mixed,31,Master,95240.44,4.5,4.4,94.0,183,1,Active,115,0.55,7.8
EMP-00483,Finance,North,Director,2022-07-28,Male,Hispanic,57,Bachelor,102398.42,4.1,4.4,67.0,60,1,Active,102,0.78,2.4
EMP-00484,R&D,Central,Analyst,2018-09-10,Male,Black,47,Master,77677.52,4.7,2.6,19.0,4,0,Active,58,0.73,6.3
EMP-00485,Marketing,South,Senior Engineer,2017-10-21,Female,White,24,Bachelor,151894.3,1.7,4.9,75.0,5,0,Active,115,0.05,7.2
EMP-00486,Customer Support,East,Senior Manager,2018-05-24,Female,White,57,Associate,131504.47,3.3,4.9,36.0,140,1,Active,70,0.72,6.6
EMP-00487,Engineering,East,Manager,2023-05-11,Female,White,44,Bachelor,192391.01,1.1,1.5,26.0,167,0,Active,52,0.26,1.6
EMP-00488,Engineering,South,Coordinator,2024-02-23,Male,White,51,Bachelor,96886.12,1.7,2.9,29.0,186,1,On Leave,117,0.42,0.9
EMP-00489,Sales,West,Senior Analyst,2023-08-14,Male,White,60,Bachelor,103087.02,4.2,1.2,83.0,12,1,Terminated,119,0.45,1.4
EMP-00490,Engineering,North,Analyst,2022-08-31,Female,White,44,Master,66401.51,2.1,2.4,46.0,45,1,Terminated,106,0.69,2.3
EMP-00491,Engineering,South,Senior Engineer,2024-06-24,Male,White,44,Bachelor,137865.99,1.8,1.3,47.0,96,0,Active,50,0.68,0.5
EMP-00492,Engineering,North,Specialist,2018-01-29,Female,White,64,Associate,55192.38,3.2,1.6,2.0,127,0,Active,53,0.38,6.9
EMP-00493,Sales,South,Manager,2017-02-19,Female,White,57,High School,194906.69,3.6,4.6,28.0,150,0,On Leave,71,0.81,7.9
EMP-00494,Operations,East,Manager,2022-11-30,Male,White,46,Master,185610.88,3.4,4.4,88.0,148,1,Active,110,0.12,2.1
EMP-00495,Engineering,North,Specialist,2021-10-10,Male,Asian,41,Bachelor,151950.29,1.4,4.4,50.0,71,0,Active,20,0.23,3.2
EMP-00496,Marketing,Central,Engineer,2016-07-18,Female,Asian,59,Bachelor,90766.11,4.7,1.1,42.0,33,1,Terminated,95,0.42,8.5
EMP-00497,Customer Support,East,Specialist,2024-08-03,Male,Mixed,54,Associate,96984.14,1.7,3.3,8.0,52,1,Terminated,53,0.22,0.4
EMP-00498,Engineering,East,Senior Analyst,2023-06-09,Female,Hispanic,54,Bachelor,53940.27,4.7,4.1,30.0,30,0,Active,48,0.93,1.6
EMP-00499,Sales,East,Engineer,2023-01-12,Male,White,59,Bachelor,79524.37,2.9,3.8,14.0,83,0,Active,87,0.93,2.0
EMP-00500,Customer Support,North,Senior Engineer,2023-04-19,Male,Hispanic,22,Bachelor,96483.44,1.4,3.0,17.0,193,0,Terminated,100,0.17,1.7
EMP-00501,R&D,West,Senior Manager,2021-02-02,Female,Hispanic,54,PhD,111668.48,1.6,1.5,35.0,87,1,Terminated,27,0.41,3.9
EMP-00502,Customer Support,South,Coordinator,2017-12-05,Male,Black,59,Bachelor,114283.31,2.7,4.1,8.0,126,0,Active,96,0.99,7.1
EMP-00503,Operations,South,Senior Manager,2015-02-04,Female,Asian,45,PhD,181617.05,5.0,4.6,78.0,74,0,Active,107,0.02,9.9
EMP-00504,R&D,Central,Senior Analyst,2023-08-21,Male,White,30,Associate,111971.1,4.5,2.1,63.0,195,1,Active,22,0.04,1.4
EMP-00505,Sales,West,Senior Analyst,2018-05-11,Female,Black,52,Master,193188.21,4.9,3.2,80.0,153,0,Terminated,82,0.84,6.6
EMP-00506,R&D,East,Senior Manager,2018-02-28,Male,Black,59,Bachelor,53409.9,2.8,3.0,35.0,141,1,Active,52,0.38,6.8
EMP-00507,R&D,South,Senior Manager,2024-03-22,Male,Asian,49,Bachelor,73756.33,3.7,3.9,23.0,83,0,On Leave,58,0.73,0.8
EMP-00508,R&D,North,Director,2018-11-20,Male,White,44,Master,102077.85,3.1,4.7,59.0,99,0,On Leave,74,0.62,6.1
EMP-00509,HR,East,Coordinator,2023-10-13,Male,White,51,Bachelor,182104.81,1.1,2.8,3.0,152,0,Active,63,0.69,1.2
EMP-00510,HR,East,Coordinator,2019-07-13,Male,Black,39,Bachelor,59553.96,1.6,2.8,10.0,102,0,Active,109,0.2,5.5
EMP-00511,Operations,West,Coordinator,2019-07-20,Male,Mixed,47,Associate,96810.23,2.1,1.9,74.0,73,0,Terminated,116,0.55,5.5
EMP-00512,R&D,West,Specialist,2024-03-20,Female,White,54,Bachelor,57947.66,2.3,1.7,89.0,191,1,Active,53,0.65,0.8
EMP-00513,Operations,South,Specialist,2021-07-03,Female,Hispanic,37,Bachelor,163839.3,3.8,1.2,21.0,68,0,Active,41,0.55,3.5
EMP-00514,Marketing,South,Engineer,2023-07-01,Female,White,50,Bachelor,85194.84,3.9,4.3,79.0,67,0,On Leave,49,0.94,1.5
EMP-00515,Operations,East,VP,2022-05-08,Female,White,37,Master,109500.99,2.8,2.6,39.0,112,0,Active,23,0.02,2.7
EMP-00516,Finance,Central,Coordinator,2015-02-18,Male,White,54,Associate,170789.17,2.5,1.3,42.0,147,0,On Leave,74,0.21,9.9
EMP-00517,HR,East,Director,2020-04-17,Male,Black,60,Master,66854.84,1.7,3.2,89.0,125,1,On Leave,81,0.07,4.7
EMP-00518,Engineering,North,Senior Manager,2022-05-03,Male,Asian,59,Bachelor,191546.15,1.2,2.3,62.0,42,0,Terminated,50,0.96,2.7
EMP-00519,Sales,Central,Senior Analyst,2020-09-30,Male,Hispanic,44,Associate,103028.83,3.3,4.9,81.0,132,0,Active,105,0.23,4.3
EMP-00520,Customer Support,South,Senior Manager,2023-07-15,Female,Black,47,Master,92864.27,2.4,2.8,78.0,92,0,Active,114,0.74,1.5
EMP-00521,HR,Central,Engineer,2016-09-03,Female,White,38,Bachelor,70521.13,2.9,1.4,58.0,109,1,Active,37,0.15,8.3
EMP-00522,R&D,Central,Analyst,2024-09-14,Female,White,59,Bachelor,114802.03,4.6,3.6,75.0,159,1,Active,47,0.05,0.3
EMP-00523,Customer Support,South,Manager,2019-06-17,Female,Hispanic,45,Bachelor,196911.46,3.7,4.2,71.0,85,0,Active,104,0.19,5.5
EMP-00524,Operations,North,Senior Manager,2017-07-21,Female,White,64,Bachelor,118557.64,4.1,3.3,49.0,44,1,Active,14,0.28,7.5
EMP-00525,R&D,North,Engineer,2017-07-18,Non-Binary,White,40,Associate,112341.69,1.7,4.1,16.0,170,0,Terminated,34,0.46,7.5
EMP-00526,Customer Support,West,Manager,2023-02-10,Female,Hispanic,63,Master,41220.37,1.0,2.2,27.0,107,1,Terminated,84,0.02,1.9
EMP-00527,Sales,West,Senior Manager,2023-05-27,Female,Mixed,48,Bachelor,86027.47,1.5,3.1,38.0,70,0,Active,57,0.62,1.6
EMP-00528,Engineering,North,Analyst,2017-05-09,Male,White,23,Master,76465.39,4.1,4.3,59.0,149,1,Active,53,0.66,7.7
EMP-00529,Sales,North,Analyst,2020-04-27,Male,Hispanic,29,Master,46236.15,2.8,1.3,30.0,40,0,On Leave,92,0.29,4.7
EMP-00530,Sales,West,Coordinator,2017-08-15,Female,White,36,Master,111365.11,1.9,2.0,21.0,57,0,Active,91,0.26,7.4
EMP-00531,HR,West,Manager,2020-10-13,Male,White,62,High School,61697.46,4.8,3.5,5.0,186,1,Terminated,107,0.19,4.2
EMP-00532,Sales,North,Engineer,2021-08-01,Male,Asian,34,Bachelor,120476.64,2.9,3.0,22.0,27,1,Active,65,0.22,3.4
EMP-00533,R&D,South,VP,2023-10-25,Male,Black,48,Bachelor,112743.06,2.5,4.1,54.0,54,0,Terminated,14,0.65,1.2
EMP-00534,Engineering,North,Director,2021-03-13,Female,White,43,Master,75634.18,4.9,1.7,15.0,50,1,Active,66,0.61,3.8
EMP-00535,Marketing,South,Senior Engineer,2023-07-01,Female,Asian,22,Associate,167734.65,1.5,4.4,4.0,35,1,Active,80,0.91,1.5
EMP-00536,Sales,South,Senior Engineer,2020-04-03,Male,Black,26,Master,188290.12,3.4,3.5,8.0,195,0,Active,46,0.83,4.7
EMP-00537,R&D,South,Senior Manager,2023-02-07,Non-Binary,Hispanic,50,High School,61449.54,4.0,1.8,95.0,170,0,Active,24,0.58,1.9
EMP-00538,Operations,West,Coordinator,2024-02-18,Female,White,36,Bachelor,55579.54,4.8,1.2,5.0,5,0,Active,100,0.17,0.9
EMP-00539,Sales,East,VP,2020-03-04,Male,White,51,High School,95167.55,4.3,4.9,48.0,50,0,On Leave,54,0.32,4.8
EMP-00540,Engineering,North,Analyst,2018-10-27,Female,Black,27,Associate,137670.47,2.2,2.8,69.0,121,0,Active,102,0.48,6.2
EMP-00541,Finance,Central,Coordinator,2023-11-18,Non-Binary,White,27,Master,141117.87,2.0,2.1,23.0,52,1,On Leave,81,0.42,1.1
EMP-00542,Customer Support,Central,Coordinator,2015-12-18,Female,White,44,High School,139994.04,1.4,1.7,96.0,138,1,On Leave,117,0.06,9.0
EMP-00543,Engineering,North,Specialist,2018-07-06,Male,Hispanic,26,Bachelor,132114.1,1.7,2.0,3.0,177,0,On Leave,62,0.36,6.5
EMP-00544,Customer Support,South,Director,2024-06-26,Male,White,43,High School,101725.11,3.9,3.0,88.0,144,0,Terminated,73,0.19,0.5
EMP-00545,Customer Support,West,Senior Engineer,2017-02-08,Female,White,62,Master,165120.29,2.2,4.4,40.0,45,0,On Leave,109,0.57,7.9
EMP-00546,R&D,West,Coordinator,2019-10-23,Female,Black,41,Master,192514.57,2.8,1.8,39.0,81,1,Active,59,0.93,5.2
EMP-00547,HR,South,Coordinator,2023-08-21,Male,Hispanic,41,Master,134340.14,3.8,2.5,48.0,173,1,Terminated,97,0.14,1.4
EMP-00548,HR,North,Analyst,2022-10-29,Male,Hispanic,60,Master,75108.49,3.7,4.2,97.0,76,1,Active,29,0.86,2.2
EMP-00549,Marketing,Central,Senior Manager,2019-09-07,Female,Asian,51,Bachelor,129883.91,4.2,3.7,63.0,40,0,On Leave,97,0.26,5.3
EMP-00550,Customer Support,West,Senior Analyst,2017-05-08,Male,Other,38,Bachelor,160886.52,1.2,1.1,88.0,50,1,Active,47,0.69,7.7
EMP-00551,Sales,South,Senior Analyst,2019-12-02,Female,Mixed,44,Bachelor,172749.56,3.3,2.0,4.0,10,0,Active,37,0.61,5.1
EMP-00552,Marketing,West,Senior Analyst,2020-01-18,Female,Hispanic,61,Bachelor,154920.16,4.6,1.5,90.0,50,0,Active,21,0.22,5.0
EMP-00553,Operations,South,Senior Analyst,2024-07-25,Male,Hispanic,34,Bachelor,182479.82,2.5,1.2,22.0,26,0,Terminated,81,0.37,0.4
EMP-00554,Operations,West,Senior Engineer,2021-04-06,Male,White,57,High School,192323.22,1.8,4.8,32.0,48,0,Active,43,0.55,3.7
EMP-00555,Marketing,Central,VP,2015-05-04,Female,Black,63,Associate,118721.52,1.3,3.5,8.0,15,1,Terminated,66,0.91,9.7
EMP-00556,Sales,West,Specialist,2019-03-15,Female,Hispanic,31,Bachelor,126554.97,4.8,3.2,92.0,49,0,Active,66,0.18,5.8
EMP-00557,Customer Support,North,Senior Analyst,2016-07-23,Female,White,59,Bachelor,94002.31,1.0,4.4,53.0,142,0,On Leave,78,0.34,8.4
EMP-00558,Sales,East,Analyst,2021-06-23,Female,White,60,PhD,145422.31,4.2,3.4,10.0,181,1,Active,40,0.99,3.5
EMP-00559,Engineering,South,Senior Engineer,2024-10-18,Male,Black,60,Bachelor,135304.21,2.1,3.3,40.0,13,0,Active,108,0.79,0.2
EMP-00560,Marketing,East,Coordinator,2016-06-09,Female,Mixed,25,Associate,68594.18,2.0,1.8,39.0,25,0,Active,26,0.38,8.6
EMP-00561,Marketing,Central,Manager,2018-06-05,Female,White,40,Bachelor,151097.06,1.6,3.5,6.0,39,0,Active,99,0.14,6.6
EMP-00562,HR,Central,Manager,2023-04-11,Male,White,62,Bachelor,168803.16,1.8,3.7,35.0,17,0,Active,20,0.5,1.7
