transaction_id,date,region,country,customer_id,customer_segment,product,sales_channel,quantity,unit_price,discount_percent,customer_lifetime_value,recency_days,frequency,monetary_value,satisfaction_score,nps_score,revenue,cost,profit,profit_margin
TXN-002330,2023-01-16,North,UK,CUST-0967,SMB,Basic Plan,Partner,28,1085.46,5,24926.94,259,34,8013.21,2.6,55,28873.24,16856.34,12016.900000000001,41.62
TXN-002331,2024-02-18,North,UK,CUST-0058,Startup,Product E,Retail,36,3301.52,0,16696.29,173,13,8273.76,2.6,85,118854.72,79824.92,39029.8,32.84
TXN-002332,2022-06-25,East,Mexico,CUST-0931,SMB,Product E,Retail,31,2578.37,5,25595.57,205,36,13518.21,3.0,-40,75933.0,46438.79,29494.21,38.84
TXN-002333,2023-08-28,West,India,CUST-0683,Government,Product D,Online,41,1194.1,5,17659.46,248,32,7038.59,1.1,82,46510.2,30360.97,16149.229999999996,34.72
TXN-002334,2023-05-20,South,Brazil,CUST-0370,Individual,Enterprise Suite,Retail,5,2044.4,10,49713.3,259,21,2914.03,2.7,-67,9199.8,4816.42,4383.379999999999,47.65
TXN-002335,2022-05-31,North,France,CUST-0408,SMB,Product A,Direct,37,1897.26,0,18195.14,330,26,11581.93,4.3,-7,70198.62,34788.86,35409.759999999995,50.44
TXN-002336,2022-06-18,South,Australia,CUST-0152,Enterprise,Enterprise Suite,Partner,25,4937.43,0,31538.95,270,15,147.91,3.4,0,123435.75,71327.6,52108.149999999994,42.21
TXN-002337,2023-07-03,West,Mexico,CUST-0734,Individual,Product A,Direct,8,4275.15,10,44472.99,81,29,19042.88,4.9,-83,30781.08,18734.9,12046.18,39.14
TXN-002338,2022-11-12,West,USA,CUST-0875,Individual,Enterprise Suite,Partner,34,1970.43,0,32077.78,321,26,18767.2,2.3,19,66994.62,38218.76,28775.859999999993,42.95
TXN-002339,2024-02-18,Central,Mexico,CUST-0438,Individual,Enterprise Suite,Online,39,4573.89,10,28509.93,188,21,13842.71,1.6,62,160543.54,76957.57,83585.97,52.06
TXN-002340,2022-11-12,West,USA,CUST-0379,Enterprise,Product A,Partner,49,1746.05,5,28676.86,338,12,18715.71,4.0,75,81278.63,41526.65,39751.98,48.91
TXN-002341,2024-03-08,East,Germany,CUST-0396,Government,Premium Plan,Online,32,3356.11,25,25074.81,231,12,15650.75,1.2,-64,80546.64,43051.49,37495.15,46.55
TXN-002342,2023-10-11,North,Canada,CUST-0382,SMB,Product B,Direct,11,4834.92,15,40475.23,28,5,17466.64,1.6,-60,45206.5,18274.53,26931.97,59.58
TXN-002343,2024-01-09,Central,Japan,CUST-0013,Startup,Product B,Online,47,1981.88,5,2995.99,350,42,1709.93,3.0,33,88490.94,58753.7,29737.240000000005,33.6
TXN-002344,2022-08-07,East,Canada,CUST-0292,Individual,Product E,Retail,25,3415.43,10,44313.93,323,26,22043.51,4.0,27,76847.18,42529.0,34318.17999999999,44.66
TXN-002345,2022-07-07,South,Mexico,CUST-0354,SMB,Enterprise Suite,Retail,3,1514.82,0,29521.46,3,32,16133.89,3.4,-15,4544.46,2841.69,1702.77,37.47
TXN-002346,2022-01-11,North,Canada,CUST-0360,Individual,Enterprise Suite,Partner,45,1368.25,0,42519.22,237,2,15304.71,5.0,-10,61571.25,27803.94,33767.31,54.84
TXN-002347,2023-09-24,West,France,CUST-0316,SMB,Premium Plan,Direct,32,2892.08,10,1014.44,181,8,9742.3,3.6,-62,83291.9,47225.93,36065.969999999994,43.3
TXN-002348,2024-06-29,North,Germany,CUST-0457,Government,Enterprise Suite,Direct,35,4897.36,10,43529.18,4,27,800.57,3.9,-97,154266.84,104568.13,49698.70999999999,32.22
TXN-002349,2024-01-08,South,Brazil,CUST-0896,SMB,Premium Plan,Partner,32,2293.01,5,6446.81,348,37,22546.4,5.0,43,69707.5,32364.01,37343.490000000005,53.57
TXN-002350,2023-07-07,Central,Germany,CUST-0575,Government,Enterprise Suite,Retail,34,4691.3,0,36200.29,72,8,24643.06,3.4,-49,159504.2,80351.33,79152.87000000001,49.62
TXN-002351,2022-07-29,Central,Australia,CUST-0090,Enterprise,Enterprise Suite,Online,37,4576.1,15,21117.81,182,24,20213.89,3.9,12,143918.34,74333.38,69584.95999999999,48.35
TXN-002352,2022-09-29,Central,France,CUST-0221,Startup,Premium Plan,Partner,5,1306.12,0,34213.08,104,13,22884.48,2.2,-82,6530.6,3363.2,3167.4000000000005,48.5
TXN-002353,2022-06-28,West,Canada,CUST-0746,Startup,Product D,Online,45,2039.01,15,31595.39,272,29,3111.84,3.1,-9,77992.13,45250.0,32742.130000000005,41.98
TXN-002354,2023-01-19,East,Brazil,CUST-0910,SMB,Product C,Online,28,3234.35,10,8588.13,287,13,3304.01,4.6,20,81505.62,42230.59,39275.03,48.19
TXN-002355,2024-06-01,East,Canada,CUST-0455,SMB,Enterprise Suite,Direct,28,2614.33,0,25973.38,87,23,22002.2,4.4,-84,73201.24,44082.98,29118.260000000002,39.78
TXN-002356,2024-07-08,North,India,CUST-0760,Startup,Product D,Retail,8,524.99,0,14222.91,73,47,1531.9,2.2,72,4199.92,2290.5,1909.42,45.46
TXN-002357,2024-11-15,West,India,CUST-0426,SMB,Product B,Online,27,4968.81,0,28241.62,91,15,2420.77,2.4,29,134157.87,60007.18,74150.69,55.27
TXN-002358,2024-04-15,Central,UK,CUST-0823,Startup,Enterprise Suite,Retail,16,3775.64,20,37031.16,173,24,20439.5,4.4,29,48328.19,33084.05,15244.14,31.54
TXN-002359,2022-07-31,Central,Germany,CUST-0454,SMB,Product B,Direct,18,2216.59,15,4522.29,310,43,13968.67,2.1,-13,33913.83,16002.41,17911.420000000002,52.81
TXN-002360,2022-02-23,South,Brazil,CUST-0296,Government,Product E,Partner,25,3109.93,5,26030.24,187,23,9854.0,4.6,-46,73860.84,42007.69,31853.149999999994,43.13
TXN-002361,2022-07-03,South,India,CUST-0168,Enterprise,Product C,Partner,48,483.49,5,31072.68,236,10,13880.87,4.1,-10,22047.14,9220.29,12826.849999999999,58.18
TXN-002362,2023-12-26,Central,UK,CUST-0826,SMB,Product A,Direct,1,2501.74,10,15120.69,162,38,21980.82,1.6,-97,2251.57,1521.13,730.44,32.44
TXN-002363,2022-07-10,Central,France,CUST-0746,SMB,Product C,Direct,8,4657.62,5,47673.67,73,5,18952.59,3.9,22,35397.91,24013.9,11384.010000000002,32.16
TXN-002364,2023-10-27,West,Brazil,CUST-0994,SMB,Enterprise Suite,Online,21,4488.17,10,26254.99,225,5,17321.02,4.3,-1,84826.41,43207.45,41618.96000000001,49.06
TXN-002365,2024-02-28,East,UK,CUST-0920,SMB,Enterprise Suite,Direct,34,1720.04,0,9534.6,230,31,24424.45,1.6,39,58481.36,25515.07,32966.29,56.37
TXN-002366,2022-01-26,South,Japan,CUST-0435,SMB,Premium Plan,Partner,24,2680.27,15,5835.52,254,40,13080.54,2.8,81,54677.51,34501.25,20176.260000000002,36.9
TXN-002367,2023-08-21,East,Brazil,CUST-0747,Individual,Product C,Retail,37,3502.05,10,27312.15,162,1,257.47,4.5,-41,116618.27,55822.34,60795.93000000001,52.13
TXN-002368,2024-04-27,West,Mexico,CUST-0918,Startup,Product C,Retail,26,1733.05,0,19074.3,355,2,10782.92,1.8,-72,45059.3,27494.5,17564.800000000003,38.98
TXN-002369,2024-03-05,Central,UK,CUST-0425,Startup,Product E,Retail,47,371.15,15,10031.08,250,49,2504.64,2.8,88,14827.44,10001.77,4825.67,32.55
TXN-002370,2022-06-23,East,Canada,CUST-0143,Enterprise,Basic Plan,Retail,14,2551.94,5,2019.58,199,29,2999.7,3.5,-55,33940.8,19586.27,14354.530000000002,42.29
TXN-002371,2023-05-13,Central,Mexico,CUST-0856,Startup,Product B,Direct,29,3028.1,0,28546.7,240,7,6447.03,1.4,-4,87814.9,57814.81,30000.089999999997,34.16
TXN-002372,2024-12-03,Central,Japan,CUST-0602,SMB,Premium Plan,Direct,30,78.92,0,30130.71,237,29,9596.04,1.8,-52,2367.6,1106.6,1261.0,53.26
TXN-002373,2022-12-14,North,India,CUST-0613,Individual,Product A,Retail,3,523.1,10,7519.23,76,9,12091.83,2.9,19,1412.37,950.71,461.65999999999985,32.69
TXN-002374,2024-02-19,East,USA,CUST-0089,SMB,Premium Plan,Direct,7,1076.09,20,30286.03,342,36,4328.52,2.5,45,6026.1,2820.17,3205.9300000000003,53.2
TXN-002375,2022-12-14,East,UK,CUST-0148,SMB,Basic Plan,Online,36,1772.86,15,47622.65,295,7,7861.84,2.3,-25,54249.52,25374.67,28874.85,53.23
TXN-002376,2022-10-12,Central,France,CUST-0213,SMB,Product C,Direct,11,2728.2,10,48925.63,45,28,6985.83,1.1,-27,27009.18,17933.03,9076.150000000001,33.6
TXN-002377,2023-07-05,West,UK,CUST-0311,Individual,Product A,Online,32,1504.52,0,44480.4,343,10,9194.66,4.7,51,48144.64,27272.54,20872.1,43.35
TXN-002378,2023-09-09,North,USA,CUST-0487,Enterprise,Product C,Online,12,1417.11,0,40450.39,179,16,2788.96,4.5,-84,17005.32,10880.56,6124.76,36.02
TXN-002379,2023-07-04,Central,Japan,CUST-0889,Startup,Premium Plan,Direct,15,4353.28,0,10863.71,222,10,9993.79,2.6,6,65299.2,41840.24,23458.96,35.93
TXN-002380,2024-10-06,South,Japan,CUST-0538,Enterprise,Product B,Retail,38,768.0,20,8243.54,17,39,13903.33,1.7,-5,23347.2,13870.3,9476.900000000001,40.59
TXN-002381,2022-10-26,South,Mexico,CUST-0344,Startup,Product A,Online,24,2502.53,25,22524.91,219,26,2514.01,1.3,83,45045.54,20573.29,24472.25,54.33
TXN-002382,2022-05-10,North,Brazil,CUST-0068,Individual,Basic Plan,Direct,1,4766.48,0,31171.77,84,34,13067.18,1.5,-12,4766.48,2896.25,1870.2299999999996,39.24
TXN-002383,2022-12-09,West,France,CUST-0956,SMB,Product D,Partner,18,3143.82,15,42608.59,191,34,18922.23,3.4,-49,48100.45,20158.44,27942.01,58.09
TXN-002384,2024-06-09,Central,Mexico,CUST-0984,SMB,Product B,Retail,46,3600.17,5,11982.17,132,40,305.17,3.9,-30,157327.43,72402.15,84925.28,53.98
TXN-002385,2023-07-20,East,France,CUST-0605,Individual,Basic Plan,Partner,7,2184.62,0,24242.57,287,14,1283.45,1.6,-81,15292.34,9066.42,6225.92,40.71
TXN-002386,2024-05-12,North,France,CUST-0775,Startup,Product A,Online,42,148.66,5,32548.29,94,18,11715.21,1.5,56,5931.53,3988.02,1943.5099999999998,32.77
TXN-002387,2023-09-06,West,USA,CUST-0385,SMB,Product C,Partner,41,3248.35,15,22556.9,95,1,21832.16,3.8,-18,113205.0,71489.85,41715.149999999994,36.85
TXN-002388,2024-09-18,East,Mexico,CUST-0091,Startup,Basic Plan,Direct,2,3178.03,0,22982.59,184,17,24944.94,3.1,77,6356.06,3176.36,3179.7000000000003,50.03
TXN-002389,2022-06-07,South,France,CUST-0007,Startup,Product C,Retail,40,596.62,20,11643.3,132,49,2425.51,2.5,18,19091.84,12354.53,6737.3099999999995,35.29
TXN-002390,2024-01-10,South,Australia,CUST-0420,Enterprise,Product B,Online,31,2337.69,0,49339.71,82,22,556.71,3.9,17,72468.39,50001.68,22466.71,31.0
TXN-002391,2023-05-31,East,USA,CUST-0655,Individual,Product B,Direct,33,4580.88,0,24022.07,340,37,5796.37,2.8,42,151169.04,75521.8,75647.24,50.04
TXN-002392,2023-05-21,North,Japan,CUST-0937,SMB,Basic Plan,Retail,30,1065.17,0,26870.73,296,16,11740.01,2.9,58,31955.1,14573.05,17382.05,54.4
TXN-002393,2024-10-12,South,USA,CUST-0280,Enterprise,Product C,Online,31,2332.44,15,11318.68,360,7,14337.72,1.1,-88,61459.79,28225.68,33234.11,54.07
TXN-002394,2023-02-05,Central,Canada,CUST-0425,Individual,Product A,Online,34,2332.46,5,25949.77,112,15,24339.77,2.3,-45,75338.46,39183.31,36155.15000000001,47.99
TXN-002395,2024-07-26,East,Canada,CUST-0180,SMB,Basic Plan,Online,7,4063.27,15,13139.8,303,21,22222.75,1.0,-82,24176.46,10050.08,14126.38,58.43
TXN-002396,2022-08-08,East,France,CUST-0570,Enterprise,Product D,Online,25,4131.65,5,10515.64,306,2,14096.26,4.7,-31,98126.69,53609.28,44517.41,45.37
TXN-002397,2022-10-05,South,Mexico,CUST-0474,Startup,Premium Plan,Partner,16,3808.38,5,14148.25,51,48,9106.67,2.2,55,57887.38,35872.21,22015.17,38.03
TXN-002398,2023-09-16,North,Japan,CUST-0728,Individual,Product E,Partner,22,1859.0,15,636.6,294,25,8100.3,1.7,49,34763.3,19437.48,15325.820000000003,44.09
TXN-002399,2022-01-14,Central,USA,CUST-0582,Individual,Product B,Partner,36,406.58,5,28722.48,189,9,14358.35,1.4,55,13905.04,9608.59,4296.450000000001,30.9
TXN-002400,2024-03-21,North,Mexico,CUST-0774,Government,Product C,Online,27,1779.94,15,19680.26,208,20,18061.69,1.2,-21,40849.62,21997.94,18851.680000000004,46.15
TXN-002401,2023-11-12,West,USA,CUST-0937,Individual,Product A,Partner,17,3414.97,0,44985.11,149,10,12093.48,4.5,13,58054.49,23452.72,34601.77,59.6
TXN-002402,2024-02-18,West,USA,CUST-0141,Enterprise,Product B,Retail,4,3528.6,10,2515.01,265,21,7679.53,1.7,-68,12702.96,6872.78,5830.179999999999,45.9
TXN-002403,2023-11-06,South,Australia,CUST-0205,SMB,Product A,Online,35,4826.75,10,2638.41,281,4,15367.82,3.5,13,152042.62,103231.56,48811.06,32.1
TXN-002404,2024-06-20,South,Canada,CUST-0191,Individual,Product B,Retail,41,2295.52,20,44350.74,113,30,13992.76,3.6,72,75293.06,32282.53,43010.53,57.12
TXN-002405,2023-11-17,South,USA,CUST-0853,SMB,Product C,Retail,22,3180.56,0,6768.91,36,34,10741.47,2.3,75,69972.32,32669.39,37302.93000000001,53.31
TXN-002406,2024-05-31,West,Australia,CUST-0391,Startup,Product A,Partner,47,2718.99,10,606.93,111,30,18734.06,4.3,14,115013.28,70694.96,44318.31999999999,38.53
TXN-002407,2022-10-06,North,Canada,CUST-0297,Startup,Product C,Online,35,795.56,5,9356.24,171,14,7127.31,1.9,-38,26452.37,12914.85,13537.519999999999,51.18
TXN-002408,2023-09-08,North,Australia,CUST-0568,SMB,Product A,Partner,44,2332.95,0,41281.87,78,22,12174.63,1.3,-75,102649.8,64625.47,38024.33,37.04
TXN-002409,2023-10-19,South,Mexico,CUST-0503,Individual,Product B,Partner,15,2746.93,0,40234.35,337,1,23514.45,1.3,-14,41203.95,21664.92,19539.03,47.42
TXN-002410,2023-02-16,Central,Brazil,CUST-0044,Startup,Product E,Partner,40,4756.21,0,17336.54,28,8,18098.43,2.2,-100,190248.4,121534.51,68713.89,36.12
TXN-002411,2024-09-08,North,Canada,CUST-0843,SMB,Premium Plan,Online,44,1864.37,15,33567.53,45,11,9760.5,2.9,89,69727.44,39428.07,30299.370000000003,43.45
TXN-002412,2023-10-06,West,India,CUST-0847,Government,Premium Plan,Online,21,4901.49,10,25608.86,361,1,13699.83,3.5,-8,92638.16,39347.19,53290.97,57.53
TXN-002413,2022-12-30,East,Brazil,CUST-0310,SMB,Product E,Partner,13,2734.39,0,45284.38,304,5,10196.5,3.9,99,35547.07,18336.63,17210.44,48.42
TXN-002414,2024-03-26,East,Mexico,CUST-0855,SMB,Premium Plan,Retail,47,1250.22,15,3292.96,142,45,2902.45,1.7,5,49946.29,24971.87,24974.420000000002,50.0
TXN-002415,2023-10-16,East,USA,CUST-0600,Startup,Basic Plan,Retail,11,998.74,0,40752.37,15,49,8439.94,3.7,30,10986.14,7064.36,3921.7799999999997,35.7
TXN-002416,2023-08-20,Central,Japan,CUST-0312,Individual,Product D,Online,49,751.39,10,8944.63,128,10,21525.03,1.7,-17,33136.3,19466.37,13669.930000000004,41.25
TXN-002417,2024-10-02,South,Mexico,CUST-0506,Individual,Product D,Direct,27,2292.02,20,19885.23,167,39,11583.93,5.0,6,49507.63,31349.23,18158.399999999998,36.68
TXN-002418,2023-05-12,West,Australia,CUST-0573,Individual,Basic Plan,Partner,31,158.54,15,10001.88,153,13,14657.47,4.8,15,4177.53,2137.41,2040.12,48.84
TXN-002419,2023-10-30,Central,Australia,CUST-0758,Startup,Basic Plan,Partner,44,2252.97,0,35279.41,63,21,4618.02,1.4,-96,99130.68,60224.17,38906.509999999995,39.25
TXN-002420,2024-02-10,West,Australia,CUST-0475,SMB,Enterprise Suite,Direct,32,4942.6,10,34077.15,59,36,8970.16,3.6,72,142346.88,59724.53,82622.35,58.04
TXN-002421,2023-07-29,West,Australia,CUST-0230,Individual,Product C,Online,30,3367.03,5,27620.93,203,45,23237.2,4.6,-89,95960.36,39441.34,56519.020000000004,58.9
TXN-002422,2024-03-15,South,Mexico,CUST-0028,Individual,Product A,Retail,18,3810.94,15,35059.07,157,33,7924.71,1.3,-53,58307.38,28351.4,29955.979999999996,51.38
TXN-002423,2024-01-18,East,Japan,CUST-0811,SMB,Product D,Online,16,639.08,5,32158.46,3,43,6338.97,1.5,-87,9714.02,6140.33,3573.6900000000005,36.79
TXN-002424,2022-08-22,South,UK,CUST-0003,Enterprise,Product B,Retail,35,2391.85,15,38933.88,39,28,1491.91,2.4,-48,71157.54,39864.32,31293.219999999994,43.98
TXN-002425,2023-02-14,Central,Australia,CUST-0158,Government,Basic Plan,Retail,9,1466.8,0,12350.63,278,9,2521.05,1.4,-56,13201.2,6899.56,6301.64,47.74
TXN-002426,2023-01-04,Central,UK,CUST-0269,Individual,Premium Plan,Online,39,4475.78,5,21731.17,101,45,14661.25,4.5,59,165827.65,110937.1,54890.54999999999,33.1
TXN-002427,2022-02-25,Central,Japan,CUST-0308,Individual,Product E,Partner,37,947.4,5,8005.51,169,11,16534.82,4.5,57,33301.11,18289.25,15011.86,45.08
TXN-002428,2024-08-03,South,Japan,CUST-0979,Individual,Product A,Partner,10,2320.73,10,21764.88,20,40,16075.35,4.8,-89,20886.57,12198.11,8688.46,41.6
TXN-002429,2023-03-06,West,Brazil,CUST-0656,Startup,Enterprise Suite,Partner,12,2960.84,10,35233.74,141,29,13541.75,1.8,-1,31977.07,22248.0,9729.07,30.43
TXN-002430,2024-06-16,West,Canada,CUST-0855,Startup,Product E,Retail,8,2594.5,20,34723.86,347,7,12325.19,1.2,-18,16604.8,9244.18,7360.619999999999,44.33
TXN-002431,2023-08-20,North,India,CUST-0652,Startup,Premium Plan,Partner,3,4159.71,15,35616.63,275,27,1896.31,2.8,-57,10607.26,6736.15,3871.1100000000006,36.49
TXN-002432,2022-05-22,Central,France,CUST-0484,Enterprise,Basic Plan,Retail,19,1195.69,0,15783.99,322,22,21033.31,4.5,52,22718.11,11907.64,10810.470000000001,47.59
TXN-002433,2024-04-17,West,India,CUST-0128,Startup,Product A,Partner,11,1918.09,15,33279.59,193,31,12875.71,3.6,69,17934.14,7369.18,10564.96,58.91
TXN-002434,2024-10-19,North,Mexico,CUST-0670,Startup,Basic Plan,Online,8,3970.82,0,18689.58,152,30,3384.68,5.0,-80,31766.56,20659.12,11107.440000000002,34.97
TXN-002435,2022-10-13,West,France,CUST-0682,Startup,Product D,Direct,26,2663.95,10,47252.36,236,28,3482.65,4.6,88,62336.43,42595.82,19740.61,31.67
TXN-002436,2023-09-13,Central,Japan,CUST-0915,Startup,Product D,Retail,45,2040.48,20,17496.64,294,20,12872.62,2.6,-35,73457.28,38955.47,34501.81,46.97
TXN-002437,2023-05-11,East,India,CUST-0295,SMB,Product C,Online,23,195.74,0,30349.4,208,15,6189.96,1.2,0,4502.02,2481.02,2021.0000000000005,44.89
TXN-002438,2023-06-02,Central,Germany,CUST-0428,SMB,Premium Plan,Retail,10,3779.26,15,37632.21,37,15,23056.93,1.0,-80,32123.71,16936.95,15186.759999999998,47.28
TXN-002439,2022-11-12,South,Canada,CUST-0184,SMB,Enterprise Suite,Retail,18,4862.3,15,45367.17,78,12,12523.83,3.6,-75,74393.19,52006.18,22387.010000000002,30.09
TXN-002440,2024-05-16,West,India,CUST-0504,SMB,Product A,Online,12,3120.42,5,22177.47,172,17,24462.62,4.7,59,35572.79,23869.64,11703.150000000001,32.9
TXN-002441,2024-02-12,West,Canada,CUST-0929,SMB,Enterprise Suite,Partner,39,4289.88,0,18344.01,45,23,18380.55,2.8,-84,167305.32,68985.08,98320.24,58.77
TXN-002442,2022-06-01,South,UK,CUST-0705,Government,Product B,Retail,26,2608.53,5,21786.39,337,6,20286.4,4.5,-97,64430.69,40830.09,23600.600000000006,36.63
TXN-002443,2024-07-08,South,Mexico,CUST-0661,SMB,Enterprise Suite,Direct,11,1196.82,25,16522.97,84,45,9783.08,3.3,-62,9873.76,5729.26,4144.5,41.97
TXN-002444,2024-09-08,East,Canada,CUST-0251,SMB,Basic Plan,Direct,10,121.49,0,32869.26,93,16,3437.12,1.4,-86,1214.9,495.12,719.7800000000001,59.25
TXN-002445,2024-03-31,West,UK,CUST-0030,Startup,Basic Plan,Online,3,3284.32,5,46669.48,154,27,17273.44,4.2,-68,9360.31,4992.92,4367.389999999999,46.66
TXN-002446,2024-12-30,West,Australia,CUST-0123,Startup,Product D,Direct,7,2490.89,0,6740.51,106,23,10236.07,3.0,88,17436.23,7757.61,9678.619999999999,55.51
TXN-002447,2024-11-03,East,UK,CUST-0784,SMB,Product C,Online,4,3921.39,0,28265.64,358,1,23727.16,1.2,41,15685.56,10382.5,5303.0599999999995,33.81
TXN-002448,2024-05-06,North,Mexico,CUST-0284,Individual,Premium Plan,Online,40,3488.68,15,44933.61,209,45,4921.44,4.3,-11,118615.12,47897.93,70717.19,59.62
TXN-002449,2022-03-17,East,Brazil,CUST-0505,Individual,Basic Plan,Retail,8,4940.36,0,5455.67,204,7,15699.94,4.0,-54,39522.88,26161.45,13361.429999999997,33.81
TXN-002450,2024-01-07,Central,Australia,CUST-0994,SMB,Product D,Online,38,2576.05,25,24946.34,248,45,21664.92,2.8,29,73417.42,50089.16,23328.259999999995,31.77
TXN-002451,2022-06-24,West,Japan,CUST-0069,SMB,Product E,Online,13,2164.52,5,43328.86,348,39,10130.44,1.1,-11,26731.82,11278.03,15453.789999999999,57.81
TXN-002452,2022-08-12,South,USA,CUST-0614,Individual,Product D,Partner,12,1469.36,5,45072.38,352,40,23846.32,2.4,-35,16750.7,10317.61,6433.09,38.4
TXN-002453,2023-05-24,Central,UK,CUST-0764,Individual,Product A,Retail,35,2410.46,0,25960.43,226,49,2007.75,2.7,75,84366.1,47638.81,36727.29000000001,43.53
TXN-002454,2023-12-29,West,UK,CUST-0371,Startup,Premium Plan,Direct,38,4370.71,25,1735.12,336,48,14714.45,1.7,91,124565.24,85487.01,39078.23000000001,31.37
TXN-002455,2022-12-07,East,Canada,CUST-0596,Enterprise,Product C,Partner,43,260.08,0,5729.14,48,49,19456.93,1.6,93,11183.44,7151.19,4032.250000000001,36.06
TXN-002456,2022-04-01,Central,Japan,CUST-0493,SMB,Basic Plan,Partner,36,4890.61,5,29542.48,246,40,5124.99,1.7,75,167258.86,101747.61,65511.249999999985,39.17
TXN-002457,2024-03-29,West,India,CUST-0580,Startup,Product A,Retail,47,4966.87,0,6631.0,31,39,1540.65,2.5,-20,233442.89,158193.26,75249.63,32.23
TXN-002458,2023-11-11,North,Germany,CUST-0447,SMB,Product B,Retail,2,3009.22,5,7896.18,183,18,2089.45,4.3,-83,5717.52,2562.05,3155.4700000000003,55.19
TXN-002459,2024-05-31,North,France,CUST-0890,SMB,Product B,Partner,15,1691.14,10,38719.8,257,36,8048.81,4.0,78,22830.39,11707.15,11123.24,48.72
TXN-002460,2022-08-05,South,UK,CUST-0265,Startup,Product D,Retail,49,1154.09,10,37659.26,126,22,5656.98,1.0,31,50895.37,33228.7,17666.670000000006,34.71
TXN-002461,2022-01-22,West,India,CUST-0644,SMB,Product C,Retail,34,1418.63,0,42217.25,219,2,5674.86,1.0,-20,48233.42,20763.31,27470.109999999997,56.95
TXN-002462,2022-07-21,North,Germany,CUST-0703,Individual,Enterprise Suite,Online,39,298.02,5,5733.89,245,48,11517.17,1.3,60,11041.64,7515.32,3526.3199999999997,31.94
TXN-002463,2023-06-14,East,France,CUST-0488,Individual,Product C,Retail,26,2401.8,15,10308.17,139,26,2214.85,2.9,50,53079.78,33097.72,19982.059999999998,37.65
TXN-002464,2023-03-31,West,USA,CUST-0998,SMB,Product C,Online,48,333.76,5,41731.59,227,32,24887.97,4.6,80,15219.46,8093.71,7125.749999999999,46.82
TXN-002465,2024-11-11,East,Canada,CUST-0711,Individual,Product C,Partner,5,3606.45,0,36193.84,302,23,17425.61,1.7,-88,18032.25,9045.27,8986.98,49.84
TXN-002466,2024-11-28,East,India,CUST-0838,Enterprise,Product D,Partner,48,1891.05,0,40394.83,257,40,854.3,2.9,-30,90770.4,40327.65,50442.74999999999,55.57
TXN-002467,2023-03-29,North,Canada,CUST-0123,Individual,Product A,Direct,25,1036.86,0,49492.41,255,46,17328.41,1.2,-43,25921.5,11097.05,14824.45,57.19
TXN-002468,2024-07-01,West,France,CUST-0383,SMB,Product D,Retail,34,2747.03,0,43289.36,70,18,19816.51,1.1,90,93399.02,49228.6,44170.420000000006,47.29
TXN-002469,2024-02-06,Central,Brazil,CUST-0525,Enterprise,Enterprise Suite,Partner,47,4870.11,0,26262.93,66,19,4849.98,1.0,-36,228895.17,149452.42,79442.75,34.71
TXN-002470,2024-03-12,North,UK,CUST-0751,Startup,Product A,Online,4,3490.9,5,15883.03,2,24,21022.89,3.9,3,13265.42,7422.73,5842.6900000000005,44.04
TXN-002471,2024-08-06,North,Australia,CUST-0590,SMB,Enterprise Suite,Partner,34,2484.15,0,28698.99,325,4,15332.95,1.1,-59,84461.1,45215.8,39245.3,46.47
TXN-002472,2024-10-21,West,Germany,CUST-0018,Individual,Product E,Retail,27,3895.73,10,32110.03,269,46,20539.31,2.1,-6,94666.24,46927.26,47738.98,50.43
TXN-002473,2022-11-05,West,Japan,CUST-0866,SMB,Product E,Direct,42,3700.51,25,17097.95,339,2,17945.67,3.6,-1,116566.06,52114.93,64451.13,55.29
TXN-002474,2023-12-08,East,Mexico,CUST-0266,SMB,Premium Plan,Direct,29,4464.09,25,38661.38,303,30,17645.25,3.5,-12,97093.96,67677.38,29416.58,30.3
TXN-002475,2022-02-20,West,UK,CUST-0167,Startup,Basic Plan,Partner,5,1063.11,15,5091.31,129,49,4040.2,1.2,8,4518.22,1842.17,2676.05,59.23
TXN-002476,2024-09-15,East,Australia,CUST-0596,SMB,Basic Plan,Direct,18,4301.44,0,39079.95,146,38,7963.34,2.0,13,77425.92,38213.16,39212.759999999995,50.65
TXN-002477,2022-08-03,North,Mexico,CUST-0060,SMB,Product A,Retail,4,1540.08,0,2083.93,113,31,13128.81,3.6,-61,6160.32,3886.02,2274.2999999999997,36.92
TXN-002478,2023-08-29,South,India,CUST-0150,Startup,Product D,Retail,1,4707.94,15,25149.32,288,40,2902.41,2.6,-7,4001.75,2225.64,1776.1100000000001,44.38
TXN-002479,2024-05-01,Central,Mexico,CUST-0328,Individual,Enterprise Suite,Direct,20,1441.27,0,43141.1,96,16,12014.48,2.9,1,28825.4,14244.26,14581.140000000001,50.58
TXN-002480,2022-06-25,North,USA,CUST-0473,Individual,Enterprise Suite,Online,6,4637.9,0,4781.52,267,33,11188.47,1.8,-80,27827.4,19418.57,8408.830000000002,30.22
TXN-002481,2022-08-26,West,UK,CUST-0900,Government,Basic Plan,Direct,20,4820.76,5,26128.08,8,3,5874.89,1.2,-18,91594.44,53651.53,37942.91,41.42
TXN-002482,2022-10-18,Central,Canada,CUST-0710,SMB,Basic Plan,Direct,20,770.18,0,8389.88,220,18,5072.97,2.4,60,15403.6,7525.38,7878.22,51.15
