transaction_id,date,region,department,category,sub_category,cost_center,budget_amount,actual_amount,forecast_amount,quarter,fiscal_year,variance,variance_percent,forecast_accuracy
FIN-000997,2022-10-15,North,R&D,Operating Expenses,Salaries,CC-300,499471.67,17951.27,457039.22,Q1,2023,-481520.39999999997,-96.41,-2346.0
FIN-000998,2022-09-11,North,Sales,Revenue,Rent,CC-100,292707.95,310691.39,426834.4,Q2,2024,17983.440000000002,6.14,62.62
FIN-000999,2024-09-26,West,R&D,Revenue,Other,CC-200,118761.79,426523.19,388578.04,Q4,2023,307761.4,259.14,91.1
FIN-001000,2022-03-23,Central,HR,Interest,Equipment,CC-500,109423.98,69765.09,361543.43,Q3,2024,-39658.89,-36.24,-318.23
FIN-001001,2024-01-15,East,R&D,Operating Expenses,Travel,CC-500,60614.97,220438.03,247374.28,Q1,2022,159823.06,263.67,87.78
FIN-001002,2023-08-11,West,HR,COGS,Software,CC-200,309741.71,168241.35,517730.48,Q4,2022,-141500.36000000002,-45.68,-107.73
FIN-001003,2024-04-01,Central,Customer Support,Interest,Salaries,CC-300,440859.6,353835.2,234252.77,Q4,2022,-87024.39999999997,-19.74,66.2
FIN-001004,2024-04-17,North,Marketing,Marketing,Rent,CC-500,431366.87,420819.95,143213.09,Q3,2022,-10546.919999999984,-2.45,34.03
FIN-001005,2022-09-22,Central,Sales,Administrative,Utilities,CC-400,470547.7,530777.62,179451.94,Q3,2022,60229.919999999984,12.8,33.81
FIN-001006,2024-06-21,South,R&D,Revenue,Utilities,CC-200,21312.54,277731.0,374461.3,Q4,2022,256418.46,1203.13,65.17
FIN-001007,2024-01-22,East,Customer Support,Marketing,Salaries,CC-300,285043.91,397375.55,162874.9,Q1,2023,112331.64000000001,39.41,40.99
FIN-001008,2024-11-15,South,HR,COGS,Utilities,CC-400,459271.4,291914.89,350670.42,Q2,2022,-167356.51,-36.44,79.87
FIN-001009,2023-10-05,South,Engineering,Marketing,Services,CC-200,451147.23,202345.61,372191.41,Q1,2024,-248801.62,-55.15,16.06
FIN-001010,2024-02-05,Central,Finance,Depreciation,Rent,CC-300,142778.93,118848.68,471394.56,Q3,2022,-23930.25,-16.76,-196.63
FIN-001011,2022-06-20,Central,HR,Interest,Equipment,CC-100,255953.43,489243.52,243932.56,Q2,2022,233290.09000000003,91.15,49.86
FIN-001012,2024-04-26,West,Operations,COGS,Materials,CC-300,57007.66,324715.59,259206.66,Q1,2024,267707.93000000005,469.6,79.83
FIN-001013,2024-11-02,North,Marketing,Marketing,Equipment,CC-400,144355.26,355184.85,44235.27,Q3,2022,210829.58999999997,146.05,12.45
FIN-001014,2024-07-10,East,R&D,Marketing,Travel,CC-500,496071.22,342403.32,98696.52,Q4,2023,-153667.89999999997,-30.98,28.82
FIN-001015,2023-06-23,South,HR,Interest,Services,CC-200,296698.65,136583.43,138021.94,Q1,2023,-160115.22000000003,-53.97,98.95
FIN-001016,2022-03-29,Central,Marketing,Depreciation,Services,CC-100,499387.65,183017.98,485317.71,Q3,2024,-316369.67000000004,-63.35,-65.17
FIN-001017,2022-04-27,North,Sales,Depreciation,Services,CC-200,18108.08,465864.81,336500.17,Q4,2022,447756.73,2472.69,72.23
FIN-001018,2023-05-17,West,R&D,Depreciation,Rent,CC-300,485964.82,251397.14,470030.48,Q3,2024,-234567.68,-48.27,13.03
FIN-001019,2022-01-17,Central,HR,Revenue,Other,CC-100,183418.01,15913.74,168550.52,Q4,2022,-167504.27000000002,-91.32,-859.15
FIN-001020,2022-11-13,West,Engineering,Operating Expenses,Services,CC-500,50629.18,244606.41,177500.53,Q1,2022,193977.23,383.13,72.57
FIN-001021,2022-08-04,Central,R&D,Interest,Rent,CC-200,53889.14,134124.87,263827.61,Q1,2022,80235.73,148.89,3.3
FIN-001022,2023-08-19,East,HR,Interest,Materials,CC-200,178516.77,475248.56,346068.81,Q1,2024,296731.79000000004,166.22,72.82
FIN-001023,2024-02-09,South,Finance,Operating Expenses,Salaries,CC-400,242103.77,285588.24,84169.36,Q4,2023,43484.47,17.96,29.47
FIN-001024,2022-11-21,West,Engineering,COGS,Materials,CC-300,51783.74,546817.52,97461.09,Q3,2022,495033.78,955.96,17.82
FIN-001025,2024-03-28,West,Finance,Revenue,Software,CC-400,427255.98,25640.94,419199.23,Q1,2024,-401615.04,-94.0,-1434.88
FIN-001026,2022-05-30,West,HR,Marketing,Software,CC-100,248136.08,307174.39,449761.13,Q1,2023,59038.31000000003,23.79,53.58
FIN-001027,2023-04-02,Central,R&D,COGS,Materials,CC-200,188813.02,36468.0,12522.8,Q4,2024,-152345.02,-80.69,34.34
FIN-001028,2024-03-06,West,Engineering,Operating Expenses,Rent,CC-100,265542.74,161973.22,371624.12,Q2,2024,-103569.51999999999,-39.0,-29.44
FIN-001029,2024-08-04,Central,Engineering,Marketing,Services,CC-500,248897.1,132557.05,192152.7,Q3,2023,-116340.05000000002,-46.74,55.04
FIN-001030,2022-07-11,Central,Finance,Revenue,Salaries,CC-500,60553.42,160958.48,184427.21,Q4,2023,100405.06000000001,165.81,85.42
FIN-001031,2023-12-16,East,R&D,COGS,Materials,CC-400,34561.74,539575.74,293753.32,Q4,2023,505014.0,1461.19,54.44
FIN-001032,2024-08-12,Central,R&D,Administrative,Materials,CC-400,342515.01,158896.88,394682.67,Q3,2024,-183618.13,-53.61,-48.39
FIN-001033,2024-08-17,North,Sales,R&D,Software,CC-400,248946.77,97125.26,483208.85,Q1,2022,-151821.51,-60.99,-297.51
FIN-001034,2024-12-31,West,Finance,Revenue,Materials,CC-200,22006.8,523628.32,14375.09,Q1,2022,501621.52,2279.39,2.75
FIN-001035,2024-08-10,South,Engineering,Depreciation,Services,CC-500,336715.58,346866.37,145091.89,Q3,2022,10150.789999999979,3.01,41.83
FIN-001036,2022-08-12,West,HR,Administrative,Utilities,CC-500,355777.48,163317.27,207065.68,Q4,2024,-192460.21,-54.1,73.21
FIN-001037,2022-06-25,North,HR,COGS,Utilities,CC-400,485309.75,365288.51,49010.87,Q3,2023,-120021.23999999999,-24.73,13.42
FIN-001038,2023-01-05,Central,Sales,Marketing,Services,CC-500,318713.02,435473.5,27143.54,Q1,2024,116760.47999999998,36.63,6.23
FIN-001039,2022-08-10,East,HR,COGS,Salaries,CC-200,144760.49,17124.56,516692.32,Q1,2022,-127635.93,-88.17,-2817.26
FIN-001040,2024-03-23,Central,R&D,Revenue,Rent,CC-300,126968.02,135358.39,339021.57,Q2,2022,8390.37000000001,6.61,-50.46
FIN-001041,2024-06-06,East,Engineering,Operating Expenses,Equipment,CC-200,234164.73,317421.55,146167.43,Q3,2022,83256.81999999998,35.55,46.05
FIN-001042,2023-02-13,South,HR,Depreciation,Software,CC-100,55261.35,284903.62,200946.52,Q2,2023,229642.27,415.56,70.53
FIN-001043,2024-04-02,West,Engineering,Administrative,Utilities,CC-100,253036.6,236332.62,370359.82,Q1,2023,-16703.98000000001,-6.6,43.29
FIN-001044,2023-11-05,Central,R&D,Administrative,Services,CC-400,170646.12,24713.89,83199.53,Q3,2022,-145932.22999999998,-85.52,-136.65
FIN-001045,2022-05-13,East,R&D,Operating Expenses,Software,CC-100,416638.16,523485.12,226128.3,Q2,2022,106846.96000000002,25.65,43.2
FIN-001046,2023-10-12,East,HR,Revenue,Travel,CC-400,350524.14,395571.95,450181.78,Q2,2022,45047.81,12.85,86.19
FIN-001047,2023-12-03,North,Sales,Marketing,Salaries,CC-300,135771.65,547441.12,147620.91,Q1,2022,411669.47,303.21,26.97
FIN-001048,2024-09-22,North,R&D,Operating Expenses,Utilities,CC-200,244473.58,482121.99,97278.6,Q4,2024,237648.41,97.21,20.18
FIN-001049,2023-03-12,West,HR,R&D,Rent,CC-500,361267.59,318923.52,461218.07,Q3,2022,-42344.07000000001,-11.72,55.38
FIN-001050,2024-09-02,East,Marketing,Interest,Rent,CC-100,94787.64,198923.57,494462.62,Q2,2024,104135.93000000001,109.86,-48.57
FIN-001051,2022-08-23,South,Marketing,R&D,Software,CC-300,484815.83,96872.46,458820.4,Q3,2022,-387943.37,-80.02,-273.63
FIN-001052,2023-07-25,East,Customer Support,R&D,Other,CC-200,54940.23,122542.59,480313.83,Q1,2022,67602.35999999999,123.05,-191.96
FIN-001053,2024-07-19,East,R&D,COGS,Rent,CC-300,477100.42,478459.02,217317.38,Q2,2023,1358.600000000035,0.28,45.42
FIN-001054,2022-03-20,Central,Engineering,Marketing,Equipment,CC-200,18178.79,474741.99,248322.59,Q4,2024,456563.2,2511.52,52.31
FIN-001055,2022-11-15,Central,Operations,Marketing,Services,CC-100,246892.12,474464.81,326145.4,Q3,2022,227572.69,92.17,68.74
FIN-001056,2024-08-20,North,Engineering,Interest,Equipment,CC-400,151198.14,474511.96,38989.63,Q2,2023,323313.82,213.83,8.22
FIN-001057,2022-10-26,Central,HR,Operating Expenses,Materials,CC-200,484148.0,109026.69,357393.19,Q2,2022,-375121.31,-77.48,-127.8
FIN-001058,2023-03-14,East,Marketing,Revenue,Salaries,CC-200,429210.8,470703.15,286228.18,Q3,2024,41492.350000000035,9.67,60.81
FIN-001059,2023-10-18,Central,HR,Depreciation,Software,CC-300,452257.36,75922.03,488038.02,Q1,2023,-376335.32999999996,-83.21,-442.81
FIN-001060,2022-03-06,North,Engineering,R&D,Services,CC-100,250935.47,232643.29,287043.01,Q1,2023,-18292.179999999993,-7.29,76.62
FIN-001061,2024-02-18,West,Customer Support,Administrative,Salaries,CC-300,61843.33,546033.8,515407.66,Q4,2022,484190.47000000003,782.93,94.39
FIN-001062,2022-05-08,South,Finance,Depreciation,Materials,CC-400,131107.14,386205.2,504383.17,Q4,2024,255098.06,194.57,69.4
FIN-001063,2024-01-11,East,Marketing,R&D,Other,CC-500,270148.18,358554.4,214177.41,Q4,2022,88406.22000000003,32.73,59.73
FIN-001064,2024-05-30,South,Customer Support,Revenue,Travel,CC-300,200595.66,130998.27,26604.32,Q3,2023,-69597.39,-34.7,20.31
FIN-001065,2024-08-27,West,Marketing,Revenue,Salaries,CC-500,170558.73,407274.95,421676.84,Q4,2022,236716.22,138.79,96.46
FIN-001066,2023-03-14,East,Finance,R&D,Services,CC-300,158373.2,304789.17,444675.19,Q1,2022,146415.96999999997,92.45,54.1
FIN-001067,2022-04-21,South,Operations,Revenue,Utilities,CC-200,124742.49,268956.76,291560.73,Q4,2024,144214.27000000002,115.61,91.6
FIN-001068,2023-03-10,West,Customer Support,COGS,Rent,CC-400,273584.89,134825.01,383390.64,Q3,2024,-138759.88,-50.72,-84.36
FIN-001069,2022-02-16,East,Operations,Operating Expenses,Software,CC-500,347229.67,75621.73,252787.02,Q4,2022,-271607.94,-78.22,-134.28
FIN-001070,2024-05-16,West,Finance,Administrative,Other,CC-500,348635.87,131954.79,332385.91,Q2,2024,-216681.08,-62.15,-51.89
FIN-001071,2023-07-07,East,Marketing,Interest,Software,CC-300,31890.52,281808.26,270716.14,Q3,2023,249917.74000000002,783.67,96.06
FIN-001072,2023-06-01,East,Operations,Administrative,Travel,CC-400,23204.72,530812.59,254203.92,Q3,2024,507607.87,2187.52,47.89
FIN-001073,2022-12-27,West,Marketing,Depreciation,Equipment,CC-300,52744.83,144900.22,428127.91,Q4,2023,92155.39,174.72,-95.46
FIN-001074,2022-06-21,North,Marketing,COGS,Software,CC-500,18694.46,375225.31,100708.74,Q4,2022,356530.85,1907.15,26.84
FIN-001075,2022-10-18,South,Engineering,Interest,Software,CC-400,225801.09,103114.46,225964.64,Q3,2022,-122686.62999999999,-54.33,-19.14
FIN-001076,2022-05-22,North,R&D,R&D,Materials,CC-300,36298.88,228923.42,353540.42,Q1,2022,192624.54,530.66,45.56
FIN-001077,2023-07-15,Central,Marketing,Operating Expenses,Materials,CC-200,223459.3,157879.72,512644.6,Q4,2022,-65579.57999999999,-29.35,-124.71
FIN-001078,2024-04-09,South,Sales,Operating Expenses,Travel,CC-400,175081.57,195220.66,301149.54,Q3,2022,20139.089999999997,11.5,45.74
FIN-001079,2022-06-17,East,Marketing,Administrative,Travel,CC-200,38718.57,128601.33,290150.94,Q1,2024,89882.76000000001,232.14,-25.62
FIN-001080,2023-09-03,South,Finance,Operating Expenses,Travel,CC-400,51521.83,535461.92,268599.5,Q4,2024,483940.09,939.29,50.16
FIN-001081,2024-07-13,South,R&D,Marketing,Utilities,CC-500,388323.04,187979.76,35516.34,Q1,2022,-200343.27999999997,-51.59,18.89
FIN-001082,2024-05-09,Central,Sales,Marketing,Other,CC-400,364982.45,480795.97,341597.12,Q4,2023,115813.51999999996,31.73,71.05
FIN-001083,2024-12-10,North,R&D,Interest,Equipment,CC-200,150204.32,190709.71,501531.31,Q3,2024,40505.389999999985,26.97,-62.98
FIN-001084,2023-03-15,East,Finance,Operating Expenses,Rent,CC-300,73639.52,285821.33,378198.9,Q3,2022,212181.81,288.14,67.68
FIN-001085,2023-06-16,South,Finance,Marketing,Other,CC-500,184606.3,503518.13,172303.87,Q2,2022,318911.83,172.75,34.22
FIN-001086,2023-01-12,North,Customer Support,COGS,Rent,CC-200,247155.96,126427.79,344692.99,Q1,2024,-120728.17,-48.85,-72.64
FIN-001087,2022-04-21,Central,HR,Depreciation,Utilities,CC-100,263539.11,257832.96,266501.1,Q2,2023,-5706.149999999994,-2.17,96.64
FIN-001088,2022-07-09,North,Marketing,R&D,Salaries,CC-400,22046.24,521871.15,349634.97,Q1,2024,499824.91000000003,2267.17,67.0
FIN-001089,2024-05-27,Central,Marketing,Administrative,Rent,CC-100,304495.15,469423.23,518726.01,Q2,2022,164928.07999999996,54.16,89.5
FIN-001090,2023-12-02,South,Customer Support,R&D,Utilities,CC-200,318767.07,300848.19,320569.19,Q3,2024,-17918.880000000005,-5.62,93.44
FIN-001091,2023-09-01,East,Marketing,Interest,Utilities,CC-100,325043.24,138578.9,18838.19,Q2,2023,-186464.34,-57.37,13.59
FIN-001092,2022-12-03,North,Customer Support,Administrative,Travel,CC-200,316926.68,303903.01,138582.49,Q4,2024,-13023.669999999984,-4.11,45.6
FIN-001093,2023-02-11,Central,Finance,Depreciation,Other,CC-500,478843.86,460963.13,225366.24,Q1,2023,-17880.72999999998,-3.73,48.89
FIN-001094,2023-12-17,East,Operations,R&D,Salaries,CC-300,357795.92,377033.45,44649.9,Q1,2024,19237.530000000028,5.38,11.84
FIN-001095,2024-05-08,South,R&D,Revenue,Other,CC-300,165286.42,283859.57,245462.01,Q3,2024,118573.15,71.74,86.47
FIN-001096,2024-09-13,North,Sales,Interest,Materials,CC-400,407948.39,140743.55,239931.65,Q4,2024,-267204.84,-65.5,29.53
FIN-001097,2024-08-31,West,R&D,COGS,Utilities,CC-500,221535.43,353235.03,457219.23,Q4,2022,131699.60000000003,59.45,70.56
FIN-001098,2022-11-26,East,R&D,Administrative,Other,CC-100,39604.74,169270.55,156484.51,Q3,2024,129665.81,327.4,92.45
FIN-001099,2024-06-13,North,Marketing,R&D,Services,CC-500,327929.16,14698.61,217402.91,Q3,2024,-313230.55,-95.52,-1279.07
FIN-001100,2023-12-28,Central,Marketing,R&D,Other,CC-100,197306.56,213810.79,129640.56,Q1,2024,16504.23000000001,8.36,60.63
FIN-001101,2024-03-07,West,Operations,R&D,Services,CC-500,465862.1,117379.19,417638.44,Q1,2022,-348482.91,-74.8,-155.8
FIN-001102,2022-01-21,East,Sales,Depreciation,Travel,CC-300,177469.94,492442.21,413297.53,Q3,2024,314972.27,177.48,83.93
FIN-001103,2023-02-11,West,R&D,R&D,Other,CC-400,32058.17,73451.48,491778.21,Q1,2022,41393.31,129.12,-469.53
FIN-001104,2022-06-09,East,Customer Support,Marketing,Utilities,CC-300,473925.41,191833.22,434026.05,Q3,2024,-282092.18999999994,-59.52,-26.25
FIN-001105,2022-10-24,South,Sales,Depreciation,Rent,CC-300,417868.8,124417.38,421159.67,Q2,2023,-293451.42,-70.23,-138.51
FIN-001106,2023-10-26,Central,Customer Support,Marketing,Salaries,CC-500,489880.37,99494.84,129642.95,Q3,2024,-390385.53,-79.69,69.7
FIN-001107,2023-10-11,Central,Marketing,COGS,Equipment,CC-100,98694.99,276431.8,358282.47,Q1,2022,177736.81,180.09,70.39
FIN-001108,2022-01-30,South,HR,COGS,Materials,CC-500,20395.78,539760.76,30402.65,Q3,2022,519364.98,2546.43,5.63
FIN-001109,2022-11-05,East,Marketing,Interest,Salaries,CC-100,476038.59,215039.69,20323.96,Q4,2022,-260998.90000000002,-54.83,9.45
FIN-001110,2024-07-28,East,Marketing,R&D,Services,CC-200,373738.2,272721.07,164308.08,Q4,2022,-101017.13,-27.03,60.25
FIN-001111,2022-10-30,Central,Operations,R&D,Other,CC-400,429940.47,352952.59,453171.8,Q1,2024,-76987.87999999995,-17.91,71.61
FIN-001112,2024-10-19,North,Finance,R&D,Rent,CC-100,11939.0,383564.83,149747.29,Q4,2022,371625.83,3112.7,39.04
FIN-001113,2023-10-11,East,Engineering,Revenue,Other,CC-200,331945.43,252429.11,483715.19,Q3,2024,-79516.32,-23.95,8.38
FIN-001114,2022-08-21,South,Customer Support,Administrative,Utilities,CC-400,358560.28,51429.72,121682.21,Q2,2023,-307130.56000000006,-85.66,-36.6
FIN-001115,2024-04-12,Central,Customer Support,Operating Expenses,Services,CC-100,178296.91,462802.64,33223.26,Q1,2022,284505.73,159.57,7.18
FIN-001116,2023-06-23,South,Marketing,Administrative,Software,CC-300,241981.24,307275.16,312499.44,Q4,2022,65293.919999999984,26.98,98.3
FIN-001117,2024-12-02,South,Finance,Marketing,Materials,CC-400,75099.15,261785.09,426681.22,Q2,2022,186685.94,248.59,37.01
FIN-001118,2022-01-08,East,Operations,R&D,Software,CC-400,49205.63,463992.96,300302.43,Q4,2024,414787.33,842.97,64.72
FIN-001119,2024-07-11,South,Engineering,Administrative,Travel,CC-500,407152.72,332265.98,267196.31,Q3,2023,-74886.73999999999,-18.39,80.42
FIN-001120,2022-09-15,Central,R&D,Administrative,Software,CC-400,412867.93,123129.73,233299.81,Q1,2024,-289738.2,-70.18,10.53
FIN-001121,2024-07-09,North,Finance,Interest,Equipment,CC-500,122818.76,237482.3,374862.14,Q1,2023,114663.54,93.36,42.15
FIN-001122,2022-07-19,Central,R&D,Revenue,Rent,CC-200,410255.84,381040.41,502451.07,Q4,2022,-29215.43000000005,-7.12,68.14
FIN-001123,2022-03-16,West,Finance,Revenue,Equipment,CC-400,188409.1,542218.23,169538.51,Q2,2024,353809.13,187.79,31.27
FIN-001124,2023-03-24,Central,HR,Depreciation,Other,CC-100,151594.01,339865.44,184159.08,Q1,2024,188271.43,124.19,54.19
FIN-001125,2023-01-20,West,Operations,Revenue,Materials,CC-400,398166.46,113372.29,43183.44,Q1,2023,-284794.17000000004,-71.53,38.09
FIN-001126,2024-05-10,East,Sales,Interest,Other,CC-400,356270.38,17390.4,93432.17,Q4,2024,-338879.98,-95.12,-337.26
FIN-001127,2022-12-07,West,Sales,Marketing,Materials,CC-100,321213.47,172536.61,277819.23,Q4,2022,-148676.86,-46.29,38.98
FIN-001128,2024-02-13,North,Finance,Administrative,Equipment,CC-400,399804.6,239898.2,170179.53,Q1,2024,-159906.39999999997,-40.0,70.94
FIN-001129,2023-03-19,East,R&D,Depreciation,Software,CC-500,432949.65,345517.89,427879.69,Q1,2023,-87431.76000000001,-20.19,76.16
FIN-001130,2023-12-14,North,Operations,Operating Expenses,Rent,CC-100,474827.66,113533.3,326922.84,Q2,2024,-361294.36,-76.09,-87.95
FIN-001131,2023-03-06,West,Operations,R&D,Equipment,CC-300,315524.67,53450.89,382698.35,Q2,2022,-262073.77999999997,-83.06,-515.98
FIN-001132,2023-01-27,East,Sales,R&D,Salaries,CC-400,54562.73,129228.75,234703.13,Q4,2024,74666.01999999999,136.84,18.38
FIN-001133,2022-01-30,West,Marketing,Operating Expenses,Utilities,CC-400,183377.7,297659.89,59898.47,Q4,2024,114282.19,62.32,20.12
FIN-001134,2024-01-29,South,HR,Marketing,Materials,CC-500,74509.78,78591.43,296364.25,Q1,2024,4081.649999999994,5.48,-177.09
FIN-001135,2024-01-16,North,HR,Revenue,Materials,CC-100,69570.9,91189.53,141442.77,Q2,2024,21618.630000000005,31.07,44.89
FIN-001136,2022-02-03,South,Sales,Interest,Software,CC-400,494670.85,493690.67,275906.48,Q1,2023,-980.179999999993,-0.2,55.89
FIN-001137,2023-09-11,North,Customer Support,R&D,Materials,CC-500,100580.2,56441.97,66014.16,Q3,2022,-44138.229999999996,-43.88,83.04
FIN-001138,2023-09-21,North,Customer Support,Revenue,Utilities,CC-300,371572.86,386851.57,407174.92,Q2,2023,15278.710000000021,4.11,94.75
FIN-001139,2024-10-25,East,Sales,Operating Expenses,Equipment,CC-300,393085.91,21379.53,213087.21,Q3,2024,-371706.38,-94.56,-796.69
FIN-001140,2022-09-13,South,HR,R&D,Materials,CC-500,250783.35,326149.42,348900.11,Q4,2022,75366.06999999998,30.05,93.02
FIN-001141,2024-10-19,West,Customer Support,R&D,Rent,CC-100,12259.98,455089.72,260616.37,Q1,2023,442829.74,3611.99,57.27
FIN-001142,2024-07-22,East,Customer Support,R&D,Materials,CC-400,366578.38,297622.65,247517.7,Q1,2024,-68955.72999999998,-18.81,83.16
FIN-001143,2024-04-27,North,Customer Support,Interest,Services,CC-500,476513.55,146450.0,204142.73,Q2,2023,-330063.55,-69.27,60.61
FIN-001144,2024-04-20,West,Finance,Depreciation,Travel,CC-500,387173.0,19010.34,255709.11,Q4,2024,-368162.66,-95.09,-1145.11
FIN-001145,2023-12-22,North,R&D,COGS,Services,CC-500,269003.62,13399.87,322092.32,Q3,2022,-255603.75,-95.02,-2203.7
FIN-001146,2023-12-23,North,Operations,Operating Expenses,Travel,CC-200,297889.81,453109.71,123521.88,Q3,2024,155219.90000000002,52.11,27.26
FIN-001147,2024-05-22,West,Finance,Interest,Salaries,CC-300,87630.92,348327.57,374086.34,Q1,2023,260696.65000000002,297.49,92.61
FIN-001148,2024-12-07,Central,Finance,Operating Expenses,Other,CC-200,442905.98,254639.29,257152.21,Q3,2024,-188266.68999999997,-42.51,99.01
FIN-001149,2023-11-19,West,R&D,Revenue,Other,CC-500,302533.97,282376.24,324175.01,Q1,2022,-20157.72999999998,-6.66,85.2
FIN-001150,2022-08-21,East,R&D,Depreciation,Software,CC-300,131601.46,295652.0,250498.62,Q2,2023,164050.54,124.66,84.73
FIN-001151,2022-12-27,West,Marketing,Marketing,Equipment,CC-400,59214.28,202321.04,92650.2,Q2,2023,143106.76,241.68,45.79
FIN-001152,2024-07-28,East,Finance,R&D,Utilities,CC-400,141151.59,458104.43,176490.78,Q1,2023,316952.83999999997,224.55,38.53
FIN-001153,2024-05-27,South,Finance,R&D,Materials,CC-200,385427.34,546554.17,183046.57,Q4,2023,161126.83000000002,41.8,33.49
FIN-001154,2024-02-04,West,Sales,Administrative,Services,CC-200,478048.06,285153.27,216047.63,Q1,2023,-192894.78999999998,-40.35,75.77
FIN-001155,2022-12-29,South,Engineering,R&D,Utilities,CC-300,124376.67,275483.33,172030.25,Q4,2022,151106.66000000003,121.49,62.45
FIN-001156,2022-11-30,West,R&D,Operating Expenses,Materials,CC-400,161750.61,510261.64,353786.75,Q3,2023,348511.03,215.46,69.33
FIN-001157,2024-06-11,East,Finance,R&D,Equipment,CC-200,404688.7,367006.79,517042.79,Q3,2024,-37681.91000000003,-9.31,59.12
FIN-001158,2024-02-21,South,Finance,Operating Expenses,Other,CC-500,367009.78,354115.28,369881.32,Q2,2023,-12894.5,-3.51,95.55
FIN-001159,2023-08-07,Central,Operations,Marketing,Travel,CC-500,70534.59,41498.61,498998.96,Q4,2023,-29035.979999999996,-41.17,-1002.45
FIN-001160,2024-06-14,West,Engineering,Marketing,Materials,CC-200,456156.53,273321.82,386266.76,Q3,2024,-182834.71000000002,-40.08,58.68
FIN-001161,2023-08-04,East,Customer Support,Operating Expenses,Materials,CC-100,124684.29,334004.22,308773.43,Q2,2022,209319.93,167.88,92.45
FIN-001162,2022-07-23,East,Finance,Depreciation,Salaries,CC-200,386327.84,451508.36,369592.73,Q1,2023,65180.51999999996,16.87,81.86
FIN-001163,2022-06-29,North,Customer Support,R&D,Other,CC-100,329066.29,405540.97,426350.08,Q4,2022,76474.68,23.24,94.87
FIN-001164,2022-08-01,East,Engineering,Administrative,Rent,CC-400,239423.11,544823.08,435000.29,Q4,2024,305399.97,127.56,79.84
FIN-001165,2022-07-03,East,Operations,Administrative,Rent,CC-200,52827.39,50441.49,74524.9,Q3,2022,-2385.9000000000015,-4.52,52.25
FIN-001166,2022-02-03,West,Operations,Operating Expenses,Rent,CC-400,447357.94,304406.28,328626.94,Q4,2024,-142951.65999999997,-31.95,92.04
FIN-001167,2024-04-22,South,Engineering,Interest,Salaries,CC-200,269881.71,68163.83,90738.5,Q1,2022,-201717.88,-74.74,66.88
FIN-001168,2022-08-01,West,Operations,R&D,Services,CC-200,65482.61,443675.21,382043.86,Q3,2022,378192.60000000003,577.55,86.11
FIN-001169,2024-10-13,West,Finance,Interest,Other,CC-500,243640.96,319698.52,11826.4,Q1,2023,76057.56000000003,31.22,3.7
FIN-001170,2022-07-24,Central,Marketing,R&D,Other,CC-500,60867.5,156507.61,336692.17,Q3,2024,95640.10999999999,157.13,-15.13
FIN-001171,2024-06-28,Central,R&D,Interest,Other,CC-100,193098.91,246628.33,34012.12,Q2,2024,53529.419999999984,27.72,13.79
FIN-001172,2024-10-27,West,Finance,Depreciation,Travel,CC-400,67961.65,512668.42,469456.02,Q2,2023,444706.77,654.35,91.57
FIN-001173,2022-03-08,Central,Marketing,Interest,Equipment,CC-300,138460.32,430517.63,389245.39,Q2,2022,292057.31,210.93,90.41
FIN-001174,2023-08-17,North,Customer Support,Interest,Salaries,CC-100,407575.37,296237.01,479534.23,Q3,2022,-111338.35999999999,-27.32,38.12
FIN-001175,2024-05-11,East,Finance,COGS,Software,CC-200,123975.94,442176.97,256861.78,Q2,2022,318201.02999999997,256.66,58.09
FIN-001176,2023-03-10,West,Operations,Operating Expenses,Travel,CC-200,322606.23,24587.34,10434.31,Q2,2022,-298018.88999999996,-92.38,42.44
FIN-001177,2023-04-02,South,R&D,Interest,Services,CC-500,122862.42,494202.59,486468.9,Q3,2022,371340.17000000004,302.24,98.44
FIN-001178,2024-07-20,Central,Marketing,Revenue,Salaries,CC-100,311922.6,415573.7,146215.88,Q3,2024,103651.10000000003,33.23,35.18
FIN-001179,2024-02-20,North,Finance,Interest,Services,CC-200,374654.07,439713.55,179950.81,Q4,2022,65059.47999999998,17.37,40.92
FIN-001180,2022-08-23,Central,Operations,Revenue,Equipment,CC-400,60612.76,298721.11,291777.17,Q1,2023,238108.34999999998,392.84,97.68
FIN-001181,2023-02-05,North,HR,Marketing,Materials,CC-300,425403.15,384651.47,119906.02,Q3,2023,-40751.68000000005,-9.58,31.17
FIN-001182,2024-08-19,North,HR,R&D,Equipment,CC-300,457695.68,355910.08,499483.26,Q4,2022,-101785.59999999998,-22.24,59.66
FIN-001183,2022-09-12,North,Engineering,Depreciation,Rent,CC-400,192456.91,448711.7,75255.32,Q4,2022,256254.79,133.15,16.77
FIN-001184,2023-12-20,West,Sales,R&D,Travel,CC-100,439996.4,389891.91,179690.34,Q1,2023,-50104.49000000005,-11.39,46.09
FIN-001185,2024-08-08,East,HR,Interest,Other,CC-100,66891.09,280505.53,500514.93,Q3,2024,213614.44000000003,319.35,21.57
FIN-001186,2024-04-25,West,HR,COGS,Rent,CC-300,218461.08,54104.31,515590.09,Q1,2023,-164356.77,-75.23,-752.96
FIN-001187,2024-03-21,East,R&D,Interest,Materials,CC-300,88947.85,546778.82,336836.42,Q2,2023,457830.97,514.72,61.6
FIN-001188,2022-01-16,South,Customer Support,R&D,Other,CC-400,481010.45,198890.23,409950.27,Q4,2024,-282120.22,-58.65,-6.12
